faq_id_1,faq_id_2,intent_id,language_1,language_2,question_1,question_2,similarity,in_batch_1,in_batch_2
FAQ0058,FAQ0295,INT002,Russian,French,Какая категория отеля является для Nile Pearl Hotel?,Je prévois de séjourner au Nile Pearl Hotel ; quelle est la catégorie de cet hôtel ?,0.9527227878570557,False,False
FAQ0042,FAQ0049,INT002,Arabic,French,ما هو عدد النجوم التي يتم تقييم فندق Nile Pearl Hotel بها؟,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?,0.9526225328445435,False,False
FAQ0202,FAQ0204,INT007,Arabic,Arabic,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وما العوامل التي تحدد إمكانية ذلك؟,0.9525318145751953,False,False
FAQ0031,FAQ0292,INT001,Russian,Russian,"Если я планирую поездку в Египет, где находится отель Nile Pearl Hotel?","Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",0.9524163007736206,False,False
FAQ0003,FAQ0028,INT001,English,Russian,In which city is Nile Pearl Hotel located?,"Как называется город, в котором расположен отель Nile Pearl Hotel?",0.9523522853851318,False,False
FAQ0191,FAQ0469,INT006,Russian,Arabic,"Если я приеду раньше времени заезда, смогу ли я заранее зарегистрироваться заезда в Nile Pearl Hotel?",إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.9522691965103149,False,True
FAQ0327,FAQ0424,INT002,French,Russian,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,Какова гостиничная классификация Nile Pearl Hotel?,0.9522411823272705,False,False
FAQ0018,FAQ0022,INT001,French,French,Quelle est l'adresse de l'hôtel Nile Pearl Hotel ?,Où est situé exactement l'hôtel Nile Pearl Hotel?,0.9521819353103638,False,False
FAQ0353,FAQ0354,INT001,Arabic,English,إذا وصلت إلى القاهرة وأردت التوجه مباشرة إلى Nile Pearl Hotel، فأي موقع أو منطقة أبحث عنها؟,"If I arrive in Cairo and want to head directly to Nile Pearl Hotel, which area should I look for?",0.9521738290786743,False,False
FAQ0020,FAQ0259,INT001,French,French,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9521416425704956,False,False
FAQ0233,FAQ0234,INT008,Arabic,Arabic,ما نوع مستند إثبات الهوية المقبول عند تسجيل الوصول في فندق Nile Pearl Hotel؟,ما هي وثائق إثبات الهوية المطلوبة عند تسجيل الوصول في Nile Pearl Hotel?,0.9520817995071411,False,False
FAQ0050,FAQ0264,INT002,French,Russian,Combien d'étoiles a l'hôtel Nile Pearl Hotel?,Сколько звёзд или какой класс имеет Nile Pearl Hotel?,0.952079176902771,False,False
FAQ0041,FAQ0264,INT002,Arabic,Russian,كم نجمة مُصنَّف بها Nile Pearl Hotel؟,Сколько звёзд или какой класс имеет Nile Pearl Hotel?,0.9520556926727295,False,False
FAQ0242,FAQ0254,INT008,French,Russian,Quels documents d'identité sont requis lors de l'enregistrement au Nile Pearl Hotel?,"Какие документы, удостоверяющие личность, могут потребоваться при заселении в Nile Pearl Hotel?",0.9520370960235596,False,False
FAQ0017,FAQ0029,INT001,French,Russian,Où se trouve l'hôtel Nile Pearl Hotel?,В какой части города расположен Nile Pearl Hotel?,0.9519914984703064,False,False
FAQ0054,FAQ0423,INT002,French,French,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9519639611244202,False,False
FAQ0045,FAQ0453,INT002,Arabic,Arabic,ما فئة النجوم التي ينتمي إليها Nile Pearl Hotel؟,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,0.9519580602645874,False,True
FAQ0115,FAQ0122,INT004,French,Russian,Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,0.9518851041793823,False,False
FAQ0213,FAQ0214,INT007,French,French,"Est-ce que je peux avoir un décalage pour le départ tardif au Nile Pearl Hotel, et s'il y a des frais supplémentaires?","Est-ce que je peux obtenir un séjour prolongé ou un départ tardif au Nile Pearl Hotel, et si c'est le cas, quelles frais supplémentaires pourrais-je encourir?",0.9518823027610779,False,False
FAQ0061,FAQ0359,INT002,Russian,French,К какому уровню или категории относится Nile Pearl Hotel?,Quel est le classement général attribué au Nile Pearl Hotel ?,0.9516926407814026,False,False
FAQ0263,FAQ0326,INT002,French,English,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,What hotel classification does Nile Pearl Hotel have?,0.9516823291778564,False,False
FAQ0043,FAQ0328,INT002,Arabic,Russian,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,0.9515749216079712,False,False
FAQ0360,FAQ0422,INT002,Russian,English,Какой статус имеет Nile Pearl Hotel в системе гостиничной классификации?,How is Nile Pearl Hotel categorized within hotel classifications?,0.9515717625617981,False,False
FAQ0004,FAQ0021,INT001,English,French,In which city can I find the Nile Pearl Hotel?,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,0.9515340328216553,False,False
FAQ0002,FAQ0004,INT001,English,English,Could you tell me which city and area Nile Pearl Hotel is in?,In which city can I find the Nile Pearl Hotel?,0.9515056610107422,False,False
FAQ0022,FAQ0451,INT001,French,French,Où est situé exactement l'hôtel Nile Pearl Hotel?,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9514803886413574,False,True
FAQ0003,FAQ0020,INT001,English,French,In which city is Nile Pearl Hotel located?,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,0.9513988494873047,False,False
FAQ0052,FAQ0264,INT002,French,Russian,Quel est le classement du Nile Pearl Hotel en nombre d'étoiles?,Сколько звёзд или какой класс имеет Nile Pearl Hotel?,0.9513943195343018,False,False
FAQ0263,FAQ0328,INT002,French,Russian,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,0.9513921737670898,False,False
FAQ0022,FAQ0029,INT001,French,Russian,Où est situé exactement l'hôtel Nile Pearl Hotel?,В какой части города расположен Nile Pearl Hotel?,0.9513903856277466,False,False
FAQ0388,FAQ0419,INT001,Russian,French,Где в Каире расположен Nile Pearl Hotel?,Comment puis-je situer le Nile Pearl Hotel dans la ville du Caire ?,0.9513672590255737,False,False
FAQ0217,FAQ0218,INT007,Russian,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, что мне нужно знать?","Могу ли я получить поздний выезд из Nile Pearl Hotel, и под какие условия это возможно?",0.9512643814086914,False,False
FAQ0059,FAQ0263,INT002,Russian,French,В каком классе отеля находится Nile Pearl Hotel?,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,0.9512503147125244,False,False
FAQ0004,FAQ0005,INT001,English,English,In which city can I find the Nile Pearl Hotel?,Where can I find the Nile Pearl Hotel?,0.9512295722961426,False,False
FAQ0153,FAQ0156,INT005,Russian,Russian,Когда требуется выселение из отеля Nile Pearl Hotel?,Каков правовой срок выселения из отеля Nile Pearl Hotel?,0.9511469602584839,False,False
FAQ0028,FAQ0259,INT001,Russian,French,"Как называется город, в котором расположен отель Nile Pearl Hotel?",Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9510900974273682,False,False
FAQ0043,FAQ0054,INT002,Arabic,French,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,0.9508751630783081,False,False
FAQ0009,FAQ0385,INT001,Arabic,Arabic,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,في أي مدينة يوجد Nile Pearl Hotel؟,0.9508707523345947,False,False
FAQ0113,FAQ0114,INT004,French,French,Quelle est l'heure de début d'arrivée au Nile Pearl Hotel?,À quelle heure puis-je effectuer mon entrée au Nile Pearl Hotel?,0.9508236050605774,False,False
FAQ0438,FAQ0470,INT006,English,English,Can I request early check-in before the official time?,Can I request an early check-in before the normal check-in time?,0.9507500529289246,False,True
FAQ0109,FAQ0461,INT004,Arabic,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.950424313545227,False,True
FAQ0013,FAQ0420,INT001,Arabic,Russian,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,Как определить местоположение Nile Pearl Hotel в Каире?,0.9503800868988037,False,False
FAQ0049,FAQ0456,INT002,French,Russian,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?,Сколько звёзд у Nile Pearl Hotel?,0.9502975940704346,False,True
FAQ0193,FAQ0197,INT007,English,English,"Can I arrange for late check-out at Nile Pearl Hotel, and if so, what conditions apply?","Can I get a late check-out at Nile Pearl Hotel, and what factors determine its availability?",0.950224757194519,False,False
FAQ0207,FAQ0473,INT007,Arabic,Arabic,إذا كانت لدي رحلة متأخرة في اليوم التالي، هل يمكنني طلب تسجيل خروج متأخر من Nile Pearl Hotel؟,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.9501665234565735,False,True
FAQ0001,FAQ0260,INT001,English,Russian,Where is Nile Pearl Hotel located?,В каком районе города находится отель Nile Pearl Hotel?,0.950149416923523,False,False
FAQ0013,FAQ0023,INT001,Arabic,French,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,Je prépare ma voyage à Cairo et j'hésite entre plusieurs hôtels. J'aimerais savoir où se trouve l'hôtel Nile Pearl Hotel?,0.9501299858093262,False,False
FAQ0251,FAQ0480,INT008,Russian,Russian,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.9501028656959534,False,True
FAQ0109,FAQ0110,INT004,Arabic,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,ما الموعد الرسمي لبدء إجراءات تسجيل الوصول في فندق Nile Pearl Hotel؟,0.9500615000724792,False,False
FAQ0260,FAQ0452,INT001,Russian,Russian,В каком районе города находится отель Nile Pearl Hotel?,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",0.9500526189804077,False,True
FAQ0006,FAQ0450,INT001,English,English,In which major city can Nile Pearl Hotel be found?,Which city is home to the Nile Pearl Hotel?,0.950028657913208,False,True
FAQ0405,FAQ0407,INT006,Arabic,French,هل يسمح الفندق بتسجيل الوصول قبل الموعد المقرر إذا كانت الغرفة جاهزة؟,L'hôtel autorise-t-il l'enregistrement avant l'heure prévue si la chambre est prête ?,0.9500194787979126,False,False
