faq_id_1,faq_id_2,intent_1,intent_2,language_1,language_2,question_1,question_2,similarity
FAQ0458,FAQ0464,INT003,INT004,English,Russian,"If I need help at the front desk late at night, will the reception be available?",Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.37580928206443787
FAQ0459,FAQ0460,INT003,INT003,French,Russian,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.3751956522464752
FAQ0460,FAQ0480,INT003,INT008,Russian,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.37405866384506226
FAQ0458,FAQ0478,INT003,INT008,English,English,"If I need help at the front desk late at night, will the reception be available?",What identification is required to complete check-in at Nile Pearl Hotel?,0.3684732913970947
FAQ0457,FAQ0460,INT003,INT003,Arabic,Russian,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.36816269159317017
FAQ0472,FAQ0480,INT006,INT008,Russian,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.36567795276641846
FAQ0460,FAQ0461,INT003,INT004,Russian,Arabic,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.3619944751262665
FAQ0458,FAQ0461,INT003,INT004,English,Arabic,"If I need help at the front desk late at night, will the reception be available?",متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.36193162202835083
FAQ0451,FAQ0463,INT001,INT004,French,French,Dans quelle ville se trouve le Nile Pearl Hotel ?,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.3593188524246216
FAQ0459,FAQ0474,INT003,INT007,French,English,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,"If I need to leave later than the standard time, can I request a late check-out?",0.35648468136787415
FAQ0455,FAQ0463,INT002,INT004,French,French,Quelle est la catégorie du Nile Pearl Hotel ?,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.3561722934246063
FAQ0476,FAQ0480,INT007,INT008,Russian,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.3537326455116272
FAQ0472,FAQ0478,INT006,INT008,Russian,English,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",What identification is required to complete check-in at Nile Pearl Hotel?,0.34929513931274414
FAQ0460,FAQ0464,INT003,INT004,Russian,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",Во сколько начинается стандартное заселение в Nile Pearl Hotel?,0.34807658195495605
FAQ0471,FAQ0474,INT006,INT007,French,English,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,"If I need to leave later than the standard time, can I request a late check-out?",0.3474803566932678
FAQ0452,FAQ0476,INT001,INT007,Russian,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?","Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.3471980690956116
FAQ0474,FAQ0477,INT007,INT008,English,Arabic,"If I need to leave later than the standard time, can I request a late check-out?",عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.3470451831817627
FAQ0474,FAQ0478,INT007,INT008,English,English,"If I need to leave later than the standard time, can I request a late check-out?",What identification is required to complete check-in at Nile Pearl Hotel?,0.3455260396003723
FAQ0470,FAQ0478,INT006,INT008,English,English,Can I request an early check-in before the normal check-in time?,What identification is required to complete check-in at Nile Pearl Hotel?,0.34368517994880676
FAQ0465,FAQ0477,INT005,INT008,Arabic,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.3387075364589691
FAQ0476,FAQ0479,INT007,INT008,Russian,French,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.3347564935684204
FAQ0450,FAQ0463,INT001,INT004,English,French,Which city is home to the Nile Pearl Hotel?,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.3332948088645935
FAQ0457,FAQ0465,INT003,INT005,Arabic,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.3300614058971405
FAQ0472,FAQ0479,INT006,INT008,Russian,French,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.32746225595474243
FAQ0458,FAQ0479,INT003,INT008,English,French,"If I need help at the front desk late at night, will the reception be available?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.324262410402298
FAQ0449,FAQ0463,INT001,INT004,Arabic,French,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.32190293073654175
FAQ0454,FAQ0463,INT002,INT004,English,French,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.3217341899871826
FAQ0457,FAQ0472,INT003,INT006,Arabic,Russian,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.31749504804611206
FAQ0465,FAQ0471,INT005,INT006,Arabic,French,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.3132174015045166
FAQ0452,FAQ0458,INT001,INT003,Russian,English,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?","If I need help at the front desk late at night, will the reception be available?",0.3070322871208191
FAQ0461,FAQ0470,INT004,INT006,Arabic,English,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,Can I request an early check-in before the normal check-in time?,0.3009021282196045
FAQ0465,FAQ0478,INT005,INT008,Arabic,English,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,What identification is required to complete check-in at Nile Pearl Hotel?,0.2972118854522705
FAQ0455,FAQ0458,INT002,INT003,French,English,Quelle est la catégorie du Nile Pearl Hotel ?,"If I need help at the front desk late at night, will the reception be available?",0.295171856880188
FAQ0452,FAQ0472,INT001,INT006,Russian,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?","Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.2928915023803711
FAQ0458,FAQ0470,INT003,INT006,English,English,"If I need help at the front desk late at night, will the reception be available?",Can I request an early check-in before the normal check-in time?,0.2868400514125824
FAQ0452,FAQ0460,INT001,INT003,Russian,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?","Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.2829127609729767
FAQ0464,FAQ0470,INT004,INT006,Russian,English,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,Can I request an early check-in before the normal check-in time?,0.27790361642837524
FAQ0452,FAQ0465,INT001,INT005,Russian,Arabic,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.27373552322387695
FAQ0457,FAQ0474,INT003,INT007,Arabic,English,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,"If I need to leave later than the standard time, can I request a late check-out?",0.27194613218307495
FAQ0453,FAQ0458,INT002,INT003,Arabic,English,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,"If I need help at the front desk late at night, will the reception be available?",0.26986753940582275
FAQ0458,FAQ0480,INT003,INT008,English,Russian,"If I need help at the front desk late at night, will the reception be available?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.2665744125843048
FAQ0468,FAQ0470,INT005,INT006,Russian,English,К какому времени нужно освободить номер в Nile Pearl Hotel?,Can I request an early check-in before the normal check-in time?,0.26438355445861816
FAQ0470,FAQ0473,INT006,INT007,English,Arabic,Can I request an early check-in before the normal check-in time?,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.25788503885269165
FAQ0470,FAQ0471,INT006,INT006,English,French,Can I request an early check-in before the normal check-in time?,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.2547239661216736
FAQ0449,FAQ0472,INT001,INT006,Arabic,Russian,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.2518007159233093
FAQ0451,FAQ0458,INT001,INT003,French,English,Dans quelle ville se trouve le Nile Pearl Hotel ?,"If I need help at the front desk late at night, will the reception be available?",0.2516573965549469
FAQ0467,FAQ0470,INT005,INT006,French,English,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",Can I request an early check-in before the normal check-in time?,0.25095972418785095
FAQ0449,FAQ0476,INT001,INT007,Arabic,Russian,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.24973434209823608
FAQ0465,FAQ0479,INT005,INT008,Arabic,French,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.2485252022743225
FAQ0454,FAQ0458,INT002,INT003,English,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,"If I need help at the front desk late at night, will the reception be available?",0.2479618489742279
FAQ0474,FAQ0479,INT007,INT008,English,French,"If I need to leave later than the standard time, can I request a late check-out?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.24693073332309723
FAQ0456,FAQ0458,INT002,INT003,Russian,English,Сколько звёзд у Nile Pearl Hotel?,"If I need help at the front desk late at night, will the reception be available?",0.24344098567962646
FAQ0449,FAQ0458,INT001,INT003,Arabic,English,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,"If I need help at the front desk late at night, will the reception be available?",0.23855197429656982
FAQ0450,FAQ0458,INT001,INT003,English,English,Which city is home to the Nile Pearl Hotel?,"If I need help at the front desk late at night, will the reception be available?",0.2370356172323227
FAQ0456,FAQ0465,INT002,INT005,Russian,Arabic,Сколько звёзд у Nile Pearl Hotel?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.236236572265625
FAQ0453,FAQ0465,INT002,INT005,Arabic,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.23292583227157593
FAQ0455,FAQ0476,INT002,INT007,French,Russian,Quelle est la catégorie du Nile Pearl Hotel ?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.23120629787445068
FAQ0465,FAQ0480,INT005,INT008,Arabic,Russian,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.22337883710861206
FAQ0455,FAQ0460,INT002,INT003,French,Russian,Quelle est la catégorie du Nile Pearl Hotel ?,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.21967259049415588
FAQ0451,FAQ0476,INT001,INT007,French,Russian,Dans quelle ville se trouve le Nile Pearl Hotel ?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.21889415383338928
FAQ0451,FAQ0460,INT001,INT003,French,Russian,Dans quelle ville se trouve le Nile Pearl Hotel ?,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.21790467202663422
FAQ0474,FAQ0480,INT007,INT008,English,Russian,"If I need to leave later than the standard time, can I request a late check-out?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.21544651687145233
FAQ0453,FAQ0460,INT002,INT003,Arabic,Russian,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.2144099920988083
FAQ0455,FAQ0465,INT002,INT005,French,Arabic,Quelle est la catégorie du Nile Pearl Hotel ?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.21246075630187988
FAQ0454,FAQ0476,INT002,INT007,English,Russian,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.21168780326843262
FAQ0453,FAQ0472,INT002,INT006,Arabic,Russian,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.20526200532913208
FAQ0452,FAQ0474,INT001,INT007,Russian,English,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?","If I need to leave later than the standard time, can I request a late check-out?",0.20179063081741333
FAQ0450,FAQ0476,INT001,INT007,English,Russian,Which city is home to the Nile Pearl Hotel?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.19568955898284912
FAQ0451,FAQ0465,INT001,INT005,French,Arabic,Dans quelle ville se trouve le Nile Pearl Hotel ?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.19561700522899628
FAQ0455,FAQ0472,INT002,INT006,French,Russian,Quelle est la catégorie du Nile Pearl Hotel ?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.19420385360717773
FAQ0454,FAQ0472,INT002,INT006,English,Russian,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.1930733025074005
FAQ0451,FAQ0472,INT001,INT006,French,Russian,Dans quelle ville se trouve le Nile Pearl Hotel ?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.19158309698104858
FAQ0470,FAQ0479,INT006,INT008,English,French,Can I request an early check-in before the normal check-in time?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.19103243947029114
FAQ0470,FAQ0477,INT006,INT008,English,Arabic,Can I request an early check-in before the normal check-in time?,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.18963971734046936
FAQ0449,FAQ0460,INT001,INT003,Arabic,Russian,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.18874645233154297
FAQ0450,FAQ0460,INT001,INT003,English,Russian,Which city is home to the Nile Pearl Hotel?,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.18367299437522888
FAQ0454,FAQ0460,INT002,INT003,English,Russian,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.17976444959640503
FAQ0449,FAQ0465,INT001,INT005,Arabic,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.17755341529846191
FAQ0456,FAQ0472,INT002,INT006,Russian,Russian,Сколько звёзд у Nile Pearl Hotel?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.17343902587890625
FAQ0470,FAQ0480,INT006,INT008,English,Russian,Can I request an early check-in before the normal check-in time?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.1719411313533783
FAQ0453,FAQ0476,INT002,INT007,Arabic,Russian,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.170904278755188
FAQ0456,FAQ0460,INT002,INT003,Russian,Russian,Сколько звёзд у Nile Pearl Hotel?,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",0.16906850039958954
FAQ0470,FAQ0475,INT006,INT007,English,French,Can I request an early check-in before the normal check-in time?,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.1672707498073578
FAQ0459,FAQ0470,INT003,INT006,French,English,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,Can I request an early check-in before the normal check-in time?,0.16254067420959473
FAQ0450,FAQ0465,INT001,INT005,English,Arabic,Which city is home to the Nile Pearl Hotel?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.16123250126838684
FAQ0456,FAQ0476,INT002,INT007,Russian,Russian,Сколько звёзд у Nile Pearl Hotel?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.15975692868232727
FAQ0450,FAQ0472,INT001,INT006,English,Russian,Which city is home to the Nile Pearl Hotel?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.1590820699930191
FAQ0449,FAQ0474,INT001,INT007,Arabic,English,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,"If I need to leave later than the standard time, can I request a late check-out?",0.14041191339492798
FAQ0454,FAQ0465,INT002,INT005,English,Arabic,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.1306307464838028
FAQ0451,FAQ0474,INT001,INT007,French,English,Dans quelle ville se trouve le Nile Pearl Hotel ?,"If I need to leave later than the standard time, can I request a late check-out?",0.12241403758525848
FAQ0457,FAQ0470,INT003,INT006,Arabic,English,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,Can I request an early check-in before the normal check-in time?,0.11795077472925186
FAQ0455,FAQ0474,INT002,INT007,French,English,Quelle est la catégorie du Nile Pearl Hotel ?,"If I need to leave later than the standard time, can I request a late check-out?",0.10200990736484528
FAQ0454,FAQ0474,INT002,INT007,English,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,"If I need to leave later than the standard time, can I request a late check-out?",0.09663980454206467
FAQ0450,FAQ0474,INT001,INT007,English,English,Which city is home to the Nile Pearl Hotel?,"If I need to leave later than the standard time, can I request a late check-out?",0.09655099362134933
FAQ0453,FAQ0474,INT002,INT007,Arabic,English,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,"If I need to leave later than the standard time, can I request a late check-out?",0.08811334520578384
FAQ0456,FAQ0474,INT002,INT007,Russian,English,Сколько звёзд у Nile Pearl Hotel?,"If I need to leave later than the standard time, can I request a late check-out?",0.06037532910704613
FAQ0449,FAQ0470,INT001,INT006,Arabic,English,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,Can I request an early check-in before the normal check-in time?,0.016394883394241333
FAQ0452,FAQ0470,INT001,INT006,Russian,English,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",Can I request an early check-in before the normal check-in time?,0.008143499493598938
FAQ0454,FAQ0470,INT002,INT006,English,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,Can I request an early check-in before the normal check-in time?,-0.00487716868519783
FAQ0453,FAQ0470,INT002,INT006,Arabic,English,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,Can I request an early check-in before the normal check-in time?,-0.019896840676665306
FAQ0451,FAQ0470,INT001,INT006,French,English,Dans quelle ville se trouve le Nile Pearl Hotel ?,Can I request an early check-in before the normal check-in time?,-0.043133750557899475
FAQ0455,FAQ0470,INT002,INT006,French,English,Quelle est la catégorie du Nile Pearl Hotel ?,Can I request an early check-in before the normal check-in time?,-0.04815300554037094
FAQ0450,FAQ0470,INT001,INT006,English,English,Which city is home to the Nile Pearl Hotel?,Can I request an early check-in before the normal check-in time?,-0.07341428846120834
FAQ0456,FAQ0470,INT002,INT006,Russian,English,Сколько звёзд у Nile Pearl Hotel?,Can I request an early check-in before the normal check-in time?,-0.08507896959781647
