booking_id,customer_id,room_id,room_type_id,check_in,check_out,nights,adults,children,booking_status,booking_channel,price_per_night,total_amount
B016235,C001585,R191,RT004,2026-07-17,2026-07-29,12,2,0,Confirmed,Website,4052.13,48625.56
B016236,C001688,R196,RT004,2027-03-06,2027-03-19,13,2,0,Confirmed,Booking Platform,3663.35,47623.55
B016237,C002247,R198,RT004,2027-06-15,2027-06-20,5,3,2,Cancelled,Booking Platform,4159.96,20799.8
B016238,C003489,R133,RT002,2027-08-02,2027-08-15,13,2,0,Confirmed,Mobile App,3139.77,40817.01
B016239,C008054,R138,RT002,2026-07-26,2026-07-29,3,2,0,Confirmed,Website,3163.64,9490.92
B016240,C000744,R213,RT004,2026-03-19,2026-03-22,3,1,2,Confirmed,Phone,4183.46,12550.38
B016241,C003046,R160,RT003,2027-01-11,2027-01-17,6,2,0,Confirmed,Travel Agent,3017.93,18107.58
B016242,C001870,R190,RT004,2026-11-03,2026-11-05,2,2,1,Completed,Booking Platform,4853.49,9706.98
B016243,C004150,R118,RT001,2026-05-28,2026-06-02,5,1,0,Completed,Mobile App,1795.46,8977.3
B016244,C003581,R178,RT003,2026-11-17,2026-11-23,6,1,1,Completed,Phone,2459.59,14757.54
B016245,C007017,R197,RT004,2026-07-14,2026-07-27,13,2,1,Confirmed,Mobile App,3284.25,42695.25
B016246,C006285,R248,RT006,2027-03-13,2027-03-19,6,2,2,Confirmed,Mobile App,6607.62,39645.72
B016247,C007943,R105,RT001,2027-02-07,2027-02-13,6,1,0,Completed,Travel Agent,2033.11,12198.66
B016248,C007517,R146,RT002,2026-10-24,2026-11-06,13,1,0,Confirmed,Phone,2928.62,38072.06
B016249,C003264,R168,RT003,2026-03-11,2026-03-21,10,1,0,Confirmed,Mobile App,2710.57,27105.7
B016250,C001452,R173,RT003,2027-06-26,2027-07-07,11,2,1,Completed,Booking Platform,2467.08,27137.88
B016251,C000120,R182,RT003,2027-02-13,2027-02-25,12,2,0,Completed,Phone,2610.55,31326.6
B016252,C000202,R208,RT004,2027-06-06,2027-06-07,1,3,0,Confirmed,Booking Platform,4902.85,4902.85
B016253,C009066,R195,RT004,2026-03-06,2026-03-11,5,2,2,Confirmed,Travel Agent,4033.42,20167.1
B016254,C004409,R148,RT002,2026-02-16,2026-02-17,1,2,0,Confirmed,Booking Platform,3204.38,3204.38
B016255,C000887,R131,RT002,2026-10-07,2026-10-16,9,2,0,Confirmed,Website,2771.47,24943.23
B016256,C003044,R123,RT002,2026-12-04,2026-12-11,7,1,1,Completed,Website,3094.3,21660.1
B016257,C006178,R248,RT006,2027-06-29,2027-07-11,12,1,1,Completed,Booking Platform,6390.41,76684.92
B016258,C003139,R219,RT005,2026-07-15,2026-07-21,6,2,0,Cancelled,Mobile App,5836.48,35018.88
B016259,C002761,R194,RT004,2027-04-26,2027-04-28,2,3,1,Completed,Booking Platform,4755.58,9511.16
B016260,C000113,R202,RT004,2026-07-19,2026-07-28,9,3,0,Cancelled,Travel Agent,4126.43,37137.87
B016261,C007440,R155,RT002,2027-02-28,2027-03-01,1,2,0,Confirmed,Booking Platform,3063.76,3063.76
B016262,C009860,R214,RT004,2026-01-22,2026-01-27,5,1,0,Completed,Booking Platform,3784.41,18922.05
B016263,C004830,R249,RT006,2026-07-17,2026-07-30,13,3,1,Cancelled,Travel Agent,5935.76,77164.88
B016264,C006662,R123,RT002,2025-09-21,2025-10-05,14,1,1,Completed,Booking Platform,2506.05,35084.7
B016265,C005753,R165,RT003,2025-11-27,2025-12-05,8,1,2,Cancelled,Mobile App,2865.86,22926.88
B016266,C005093,R206,RT004,2027-01-22,2027-02-05,14,1,1,Cancelled,Booking Platform,4092.91,57300.74
B016267,C006087,R158,RT003,2027-07-01,2027-07-09,8,2,1,Completed,Travel Agent,3023.2,24185.6
B016268,C008564,R174,RT003,2026-11-18,2026-11-26,8,1,0,Completed,Phone,3174.67,25397.36
B016269,C007044,R106,RT001,2026-03-21,2026-03-30,9,1,2,Confirmed,Phone,1966.0,17694.0
B016270,C002570,R209,RT004,2026-05-17,2026-05-19,2,2,0,Confirmed,Mobile App,4068.1,8136.2
B016271,C009417,R143,RT002,2026-02-16,2026-02-18,2,2,1,No-show,Booking Platform,2595.92,5191.84
B016272,C009919,R132,RT002,2025-11-29,2025-12-10,11,2,0,Completed,Phone,2846.71,31313.81
B016273,C009401,R158,RT003,2026-05-19,2026-05-22,3,2,0,Confirmed,Booking Platform,2886.37,8659.11
B016274,C001277,R136,RT002,2026-06-25,2026-07-08,13,1,1,Completed,Website,3121.51,40579.63
B016275,C000681,R201,RT004,2026-06-22,2026-07-01,9,1,0,Confirmed,Mobile App,4334.82,39013.38
B016276,C002876,R172,RT003,2026-10-04,2026-10-09,5,2,0,Cancelled,Mobile App,3507.99,17539.95
B016277,C003200,R161,RT003,2026-03-29,2026-04-02,4,1,0,Confirmed,Website,2404.74,9618.96
B016278,C006022,R102,RT001,2027-06-30,2027-07-07,7,1,0,Cancelled,Booking Platform,1878.72,13151.04
B016279,C005843,R171,RT003,2027-03-15,2027-03-24,9,2,1,Completed,Booking Platform,3136.88,28231.92
B016280,C001660,R166,RT003,2026-03-09,2026-03-12,3,2,1,Completed,Website,2357.03,7071.09
B016281,C005597,R150,RT002,2026-09-26,2026-10-03,7,1,0,Confirmed,Booking Platform,3235.95,22651.65
B016282,C001706,R189,RT004,2026-02-13,2026-02-25,12,2,0,Cancelled,Website,4532.74,54392.88
B016283,C006092,R176,RT003,2026-04-22,2026-05-06,14,2,0,Cancelled,Mobile App,2587.01,36218.14
B016284,C007601,R232,RT005,2026-10-24,2026-10-29,5,4,1,Completed,Mobile App,4986.53,24932.65
B016285,C000420,R218,RT005,2025-08-30,2025-09-02,3,4,0,Confirmed,Booking Platform,5016.09,15048.27
B016286,C005932,R128,RT002,2027-02-06,2027-02-19,13,1,2,Confirmed,Booking Platform,2535.33,32959.29
B016287,C007177,R175,RT003,2027-06-22,2027-07-02,10,1,2,Completed,Mobile App,2492.83,24928.3
B016288,C005668,R235,RT005,2026-09-25,2026-10-05,10,3,0,Completed,Booking Platform,3925.83,39258.3
B016289,C006612,R104,RT001,2027-04-08,2027-04-21,13,1,0,Cancelled,Mobile App,2176.25,28291.25
B016290,C003745,R125,RT002,2026-05-18,2026-05-22,4,2,0,Confirmed,Booking Platform,2239.31,8957.24
B016291,C009229,R109,RT001,2026-08-23,2026-08-30,7,1,1,Completed,Travel Agent,2084.15,14589.05
B016292,C008357,R103,RT001,2027-01-27,2027-02-03,7,1,0,Cancelled,Website,1919.57,13436.99
B016293,C008006,R140,RT002,2026-10-03,2026-10-07,4,1,0,Confirmed,Website,3085.71,12342.84
B016294,C001038,R203,RT004,2025-08-20,2025-09-01,12,2,2,Completed,Website,4683.01,56196.12
B016295,C008756,R126,RT002,2026-02-18,2026-02-26,8,2,0,Cancelled,Website,3075.67,24605.36
B016296,C009429,R120,RT001,2026-05-19,2026-05-21,2,1,0,Completed,Website,2323.52,4647.04
B016297,C004253,R174,RT003,2027-05-12,2027-05-14,2,2,1,Completed,Booking Platform,2709.44,5418.88
B016298,C003649,R127,RT002,2025-08-15,2025-08-18,3,1,0,Completed,Website,3166.32,9498.96
B016299,C008850,R246,RT006,2026-09-09,2026-09-13,4,3,1,Confirmed,Mobile App,6472.75,25891.0
B016300,C006062,R165,RT003,2027-01-13,2027-01-19,6,1,0,Confirmed,Mobile App,2876.58,17259.48
B016301,C001597,R104,RT001,2025-12-01,2025-12-04,3,1,0,Completed,Website,1669.35,5008.05
B016302,C007798,R181,RT003,2026-07-04,2026-07-05,1,2,0,Confirmed,Phone,2783.41,2783.41
B016303,C007832,R171,RT003,2026-01-16,2026-01-27,11,2,0,Completed,Booking Platform,3333.07,36663.77
B016304,C001382,R225,RT005,2027-05-01,2027-05-03,2,4,0,Completed,Website,3857.47,7714.94
B016305,C009046,R198,RT004,2027-02-01,2027-02-13,12,2,0,Confirmed,Booking Platform,4287.45,51449.4
B016306,C005417,R155,RT002,2025-09-27,2025-10-09,12,1,1,Completed,Booking Platform,2673.35,32080.2
B016307,C001982,R106,RT001,2026-01-28,2026-02-10,13,1,1,Completed,Mobile App,2325.52,30231.76
B016308,C008157,R228,RT005,2027-04-29,2027-05-02,3,1,2,Cancelled,Website,5741.33,17223.99
B016309,C009179,R148,RT002,2027-03-17,2027-03-27,10,1,2,Completed,Booking Platform,2474.41,24744.1
B016310,C001095,R206,RT004,2026-07-13,2026-07-17,4,2,2,Cancelled,Phone,4034.03,16136.12
B016311,C009175,R219,RT005,2026-03-29,2026-03-31,2,2,0,Confirmed,Booking Platform,5241.0,10482.0
B016312,C009238,R194,RT004,2027-08-09,2027-08-11,2,3,2,Confirmed,Booking Platform,4339.8,8679.6
B016313,C003300,R102,RT001,2026-08-11,2026-08-14,3,1,0,Completed,Travel Agent,1861.84,5585.52
B016314,C000874,R121,RT002,2027-07-11,2027-07-25,14,1,2,Confirmed,Travel Agent,2916.85,40835.9
B016315,C009807,R184,RT003,2026-05-14,2026-05-28,14,1,2,Confirmed,Booking Platform,2663.82,37293.48
B016316,C006732,R121,RT002,2027-06-20,2027-06-28,8,2,0,Completed,Website,2649.56,21196.48
B016317,C007416,R126,RT002,2025-09-23,2025-09-27,4,2,0,Cancelled,Booking Platform,2592.16,10368.64
B016318,C008458,R111,RT001,2027-06-12,2027-06-18,6,1,0,Confirmed,Travel Agent,1809.55,10857.3
B016319,C009057,R139,RT002,2026-05-12,2026-05-23,11,1,0,Confirmed,Website,2818.68,31005.48
B016320,C003822,R112,RT001,2027-05-28,2027-06-02,5,1,2,No-show,Mobile App,1675.13,8375.65
B016321,C007665,R157,RT003,2027-04-25,2027-05-02,7,1,0,Confirmed,Phone,2365.33,16557.31
B016322,C004556,R108,RT001,2027-07-26,2027-08-02,7,1,1,Cancelled,Travel Agent,2104.13,14728.91
B016323,C008623,R240,RT006,2026-03-09,2026-03-17,8,2,0,Confirmed,Phone,6044.98,48359.84
B016324,C008429,R207,RT004,2026-09-10,2026-09-16,6,2,0,Confirmed,Website,3719.49,22316.94
B016325,C008465,R242,RT006,2025-12-12,2025-12-24,12,2,1,Confirmed,Mobile App,6697.72,80372.64
B016326,C008466,R148,RT002,2025-09-19,2025-09-30,11,2,0,Completed,Travel Agent,3031.25,33343.75
B016327,C003772,R197,RT004,2026-11-09,2026-11-19,10,2,0,Cancelled,Website,3908.25,39082.5
B016328,C006498,R213,RT004,2026-10-10,2026-10-21,11,1,0,Completed,Website,3952.43,43476.73
B016329,C001821,R245,RT006,2026-06-07,2026-06-16,9,1,0,Completed,Travel Agent,7754.29,69788.61
B016330,C000486,R207,RT004,2027-01-26,2027-02-09,14,3,0,Completed,Booking Platform,4718.64,66060.96
B016331,C000556,R190,RT004,2025-09-06,2025-09-18,12,2,0,Cancelled,Website,4353.09,52237.08
B016332,C006323,R192,RT004,2027-04-02,2027-04-04,2,1,2,Cancelled,Travel Agent,3405.03,6810.06
B016333,C000255,R153,RT002,2026-07-20,2026-08-02,13,2,0,Completed,Travel Agent,2375.19,30877.47
B016334,C008435,R185,RT003,2026-04-29,2026-05-04,5,1,0,Confirmed,Phone,2955.32,14776.6
B016335,C004257,R109,RT001,2027-01-17,2027-01-19,2,1,0,Completed,Booking Platform,1577.34,3154.68
B016336,C009042,R137,RT002,2027-03-16,2027-03-18,2,2,0,Cancelled,Booking Platform,2359.52,4719.04
B016337,C006222,R170,RT003,2026-03-03,2026-03-10,7,1,0,Confirmed,Phone,3278.28,22947.96
B016338,C000660,R167,RT003,2025-11-27,2025-11-30,3,2,0,Confirmed,Booking Platform,2659.17,7977.51
B016339,C000749,R152,RT002,2026-01-27,2026-02-05,9,2,1,Confirmed,Mobile App,2623.98,23615.82
B016340,C005157,R200,RT004,2025-10-30,2025-11-02,3,3,2,Completed,Mobile App,3427.75,10283.25
B016341,C000727,R158,RT003,2025-09-03,2025-09-10,7,1,0,Cancelled,Phone,3265.27,22856.89
B016342,C006574,R203,RT004,2027-06-08,2027-06-22,14,1,0,Confirmed,Website,4834.81,67687.34
B016343,C004827,R233,RT005,2027-01-07,2027-01-11,4,1,0,Confirmed,Website,3879.29,15517.16
B016344,C009331,R162,RT003,2027-05-08,2027-05-15,7,1,0,Cancelled,Website,2482.49,17377.43
B016345,C002134,R122,RT002,2027-01-28,2027-02-04,7,2,0,Confirmed,Travel Agent,3091.58,21641.06
B016346,C008538,R156,RT003,2027-05-06,2027-05-13,7,1,0,Confirmed,Website,3472.64,24308.48
B016347,C001801,R101,RT001,2026-10-01,2026-10-04,3,1,2,Completed,Website,2050.26,6150.78
B016348,C009712,R194,RT004,2026-06-14,2026-06-25,11,2,0,Completed,Phone,3331.84,36650.24
B016349,C005585,R168,RT003,2026-07-05,2026-07-10,5,1,1,Completed,Mobile App,2886.5,14432.5
B016350,C006537,R121,RT002,2027-01-26,2027-01-28,2,1,2,Confirmed,Booking Platform,3233.38,6466.76
B016351,C000458,R122,RT002,2025-11-06,2025-11-15,9,2,0,Cancelled,Travel Agent,2921.18,26290.62
B016352,C001026,R200,RT004,2027-07-06,2027-07-16,10,1,1,Completed,Phone,4670.15,46701.5
B016353,C008246,R225,RT005,2026-09-22,2026-09-29,7,2,0,No-show,Booking Platform,5558.61,38910.27
B016354,C004918,R194,RT004,2027-06-16,2027-06-18,2,2,0,Confirmed,Mobile App,4799.58,9599.16
B016355,C006872,R182,RT003,2027-02-02,2027-02-11,9,1,1,Confirmed,Website,2492.66,22433.94
B016356,C005951,R214,RT004,2026-12-26,2027-01-08,13,1,0,Completed,Booking Platform,3530.62,45898.06
B016357,C006398,R245,RT006,2027-03-29,2027-04-05,7,3,1,Cancelled,Mobile App,6718.07,47026.49
B016358,C009737,R235,RT005,2026-06-20,2026-06-22,2,3,1,Confirmed,Mobile App,5643.18,11286.36
B016359,C006218,R151,RT002,2026-01-25,2026-02-07,13,2,0,Completed,Website,2662.8,34616.4
B016360,C008232,R208,RT004,2026-01-25,2026-02-07,13,2,0,Completed,Mobile App,4356.05,56628.65
B016361,C002456,R134,RT002,2026-03-30,2026-03-31,1,1,0,Completed,Website,3042.78,3042.78
B016362,C002233,R194,RT004,2026-06-03,2026-06-05,2,1,1,Confirmed,Mobile App,4871.98,9743.96
B016363,C008707,R170,RT003,2026-12-31,2027-01-09,9,1,1,Confirmed,Website,2560.56,23045.04
B016364,C006255,R199,RT004,2026-12-17,2026-12-23,6,3,0,Completed,Mobile App,4545.8,27274.8
B016365,C007960,R118,RT001,2027-02-11,2027-02-17,6,1,2,Confirmed,Travel Agent,2296.18,13777.08
B016366,C003385,R147,RT002,2026-04-25,2026-05-06,11,1,1,Completed,Website,2787.92,30667.12
B016367,C008455,R230,RT005,2026-11-27,2026-12-01,4,1,0,Completed,Mobile App,4545.81,18183.24
B016368,C005896,R129,RT002,2027-06-22,2027-07-05,13,2,1,Completed,Mobile App,2712.03,35256.39
B016369,C009050,R235,RT005,2027-05-03,2027-05-16,13,4,0,Completed,Website,5020.06,65260.78
B016370,C005710,R164,RT003,2027-08-05,2027-08-17,12,1,0,Completed,Website,3020.14,36241.68
B016371,C001078,R168,RT003,2025-09-26,2025-10-04,8,2,0,Completed,Travel Agent,2972.24,23777.92
B016372,C009003,R191,RT004,2025-08-31,2025-09-13,13,1,0,Cancelled,Phone,3449.94,44849.22
B016373,C005866,R184,RT003,2027-02-11,2027-02-18,7,2,0,Confirmed,Mobile App,3333.92,23337.44
B016374,C008154,R182,RT003,2025-10-31,2025-11-05,5,1,0,Confirmed,Phone,2934.79,14673.95
B016375,C007556,R144,RT002,2026-03-20,2026-03-31,11,2,2,Confirmed,Phone,2413.74,26551.14
B016376,C008628,R180,RT003,2027-06-05,2027-06-07,2,1,1,Cancelled,Phone,3067.18,6134.36
B016377,C007723,R142,RT002,2027-07-04,2027-07-08,4,2,1,Confirmed,Mobile App,2670.39,10681.56
B016378,C006360,R191,RT004,2026-04-11,2026-04-20,9,1,0,Confirmed,Website,3970.15,35731.35
B016379,C007834,R119,RT001,2026-12-12,2026-12-14,2,1,0,Confirmed,Website,1952.59,3905.18
B016380,C007434,R110,RT001,2027-02-14,2027-02-27,13,1,0,Confirmed,Website,2329.77,30287.01
B016381,C006846,R243,RT006,2026-07-14,2026-07-20,6,3,0,Confirmed,Mobile App,7051.89,42311.34
B016382,C003445,R141,RT002,2027-05-01,2027-05-11,10,2,0,Confirmed,Phone,2266.7,22667.0
B016383,C004214,R239,RT006,2025-08-19,2025-08-22,3,3,0,Confirmed,Booking Platform,7267.17,21801.51
B016384,C009518,R230,RT005,2025-09-09,2025-09-18,9,3,2,Completed,Booking Platform,5506.93,49562.37
B016385,C002084,R126,RT002,2027-02-15,2027-02-26,11,1,0,Confirmed,Mobile App,2977.92,32757.12
B016386,C001300,R234,RT005,2026-08-19,2026-08-25,6,1,0,Cancelled,Travel Agent,4021.88,24131.28
B016387,C000575,R244,RT006,2025-11-26,2025-12-09,13,4,0,Completed,Travel Agent,6334.25,82345.25
B016388,C005482,R104,RT001,2026-01-03,2026-01-14,11,1,1,Completed,Mobile App,2167.15,23838.65
B016389,C009048,R207,RT004,2026-05-31,2026-06-04,4,2,1,Completed,Mobile App,3912.03,15648.12
B016390,C003186,R184,RT003,2027-01-28,2027-02-06,9,2,0,Completed,Booking Platform,2969.84,26728.56
B016391,C008214,R188,RT004,2026-06-02,2026-06-13,11,1,0,Cancelled,Travel Agent,4454.27,48996.97
B016392,C007050,R134,RT002,2027-01-05,2027-01-15,10,1,2,Completed,Phone,3032.8,30328.0
B016393,C006785,R224,RT005,2027-04-26,2027-05-06,10,2,0,Completed,Mobile App,4934.95,49349.5
B016394,C009298,R150,RT002,2027-08-11,2027-08-22,11,2,1,Confirmed,Booking Platform,2298.12,25279.32
B016395,C001255,R152,RT002,2027-01-22,2027-01-30,8,1,1,Cancelled,Travel Agent,2382.48,19059.84
B016396,C003191,R150,RT002,2027-08-12,2027-08-25,13,1,0,Confirmed,Mobile App,3197.04,41561.52
B016397,C002314,R214,RT004,2026-09-22,2026-10-01,9,3,1,Completed,Website,3361.79,30256.11
B016398,C007012,R105,RT001,2026-01-13,2026-01-25,12,1,0,Confirmed,Website,2021.64,24259.68
B016399,C007202,R107,RT001,2026-04-02,2026-04-13,11,1,0,Confirmed,Phone,1789.64,19686.04
B016400,C005221,R250,RT006,2026-07-15,2026-07-28,13,3,1,Completed,Mobile App,7325.62,95233.06
B016401,C003042,R109,RT001,2027-07-03,2027-07-11,8,1,0,Confirmed,Phone,2213.41,17707.28
B016402,C008906,R103,RT001,2027-06-01,2027-06-13,12,1,0,No-show,Mobile App,2260.38,27124.56
B016403,C004326,R144,RT002,2026-05-26,2026-06-07,12,2,0,Completed,Website,3115.69,37388.28
B016404,C008128,R213,RT004,2027-02-05,2027-02-19,14,2,0,Confirmed,Website,4170.07,58380.98
B016405,C002542,R246,RT006,2026-08-28,2026-09-10,13,4,0,Completed,Booking Platform,8262.97,107418.61
B016406,C002545,R142,RT002,2026-04-22,2026-04-26,4,1,0,Confirmed,Website,2678.98,10715.92
B016407,C007141,R105,RT001,2025-10-03,2025-10-10,7,1,0,Cancelled,Phone,1560.92,10926.44
B016408,C008819,R219,RT005,2027-03-24,2027-03-25,1,3,0,Confirmed,Website,4779.37,4779.37
B016409,C003177,R159,RT003,2026-11-20,2026-11-24,4,2,0,Confirmed,Phone,3139.78,12559.12
B016410,C001843,R222,RT005,2026-05-16,2026-05-17,1,3,0,Cancelled,Website,5250.73,5250.73
B016411,C001043,R110,RT001,2026-06-12,2026-06-22,10,1,0,Completed,Booking Platform,1669.83,16698.3
B016412,C009468,R183,RT003,2027-01-03,2027-01-08,5,2,0,Completed,Website,2979.95,14899.75
B016413,C009570,R117,RT001,2027-04-22,2027-04-28,6,1,0,Cancelled,Booking Platform,1916.3,11497.8
B016414,C004793,R204,RT004,2027-06-23,2027-06-30,7,1,0,Cancelled,Website,3486.95,24408.65
B016415,C005923,R185,RT003,2026-10-17,2026-10-20,3,1,2,Cancelled,Travel Agent,2471.8,7415.4
B016416,C005429,R243,RT006,2026-12-02,2026-12-10,8,4,0,Completed,Phone,5640.21,45121.68
B016417,C005645,R183,RT003,2025-10-20,2025-11-02,13,1,0,Cancelled,Website,2356.32,30632.16
B016418,C005447,R217,RT005,2026-07-10,2026-07-22,12,4,1,Confirmed,Phone,3892.47,46709.64
B016419,C007628,R116,RT001,2026-09-09,2026-09-19,10,1,0,Completed,Phone,2009.71,20097.1
B016420,C000322,R220,RT005,2027-03-15,2027-03-29,14,4,0,Confirmed,Website,4588.1,64233.4
B016421,C000584,R203,RT004,2026-07-20,2026-07-29,9,1,0,Confirmed,Website,4745.73,42711.57
B016422,C006387,R149,RT002,2027-05-24,2027-05-28,4,1,0,Confirmed,Website,2779.51,11118.04
B016423,C006499,R149,RT002,2026-09-08,2026-09-14,6,2,2,Completed,Mobile App,2763.86,16583.16
B016424,C006174,R152,RT002,2025-11-18,2025-11-30,12,2,0,Completed,Website,2928.27,35139.24
B016425,C008793,R216,RT005,2026-08-22,2026-08-31,9,4,0,Completed,Mobile App,5199.82,46798.38
B016426,C006073,R200,RT004,2027-06-11,2027-06-21,10,2,0,Cancelled,Website,4340.03,43400.3
B016427,C002117,R240,RT006,2027-03-23,2027-04-04,12,4,0,Confirmed,Website,8183.61,98203.32
B016428,C002770,R125,RT002,2027-04-08,2027-04-10,2,1,2,Completed,Booking Platform,2314.72,4629.44
B016429,C005147,R244,RT006,2027-02-08,2027-02-21,13,4,0,Confirmed,Travel Agent,6094.23,79224.99
B016430,C006446,R209,RT004,2026-02-28,2026-03-03,3,2,0,Confirmed,Website,4006.54,12019.62
B016431,C009159,R169,RT003,2025-11-27,2025-11-29,2,2,0,Confirmed,Website,3069.8,6139.6
B016432,C002360,R137,RT002,2027-02-14,2027-02-22,8,1,0,Confirmed,Phone,3187.74,25501.92
B016433,C002748,R106,RT001,2025-10-02,2025-10-10,8,1,1,Cancelled,Mobile App,2169.55,17356.4
B016434,C003369,R150,RT002,2026-05-20,2026-06-01,12,1,0,Confirmed,Phone,2612.97,31355.64
B016435,C000531,R213,RT004,2026-09-13,2026-09-16,3,1,0,Confirmed,Website,4755.52,14266.56
B016436,C006520,R122,RT002,2026-03-17,2026-03-21,4,2,0,Confirmed,Website,2739.25,10957.0
B016437,C009770,R126,RT002,2027-02-09,2027-02-15,6,1,1,Confirmed,Mobile App,2920.0,17520.0
B016438,C006609,R161,RT003,2027-04-01,2027-04-02,1,2,1,Completed,Booking Platform,2426.65,2426.65
B016439,C006908,R213,RT004,2027-06-24,2027-07-08,14,3,0,Confirmed,Phone,3592.52,50295.28
B016440,C008830,R161,RT003,2027-02-22,2027-03-07,13,1,0,Confirmed,Booking Platform,2964.93,38544.09
B016441,C004377,R131,RT002,2026-01-09,2026-01-13,4,1,0,Completed,Website,2682.05,10728.2
B016442,C006029,R215,RT004,2027-08-07,2027-08-08,1,1,0,Completed,Booking Platform,3755.84,3755.84
B016443,C001531,R126,RT002,2026-10-18,2026-10-23,5,1,0,Confirmed,Website,2588.25,12941.25
B016444,C008627,R159,RT003,2025-08-25,2025-09-05,11,2,0,Confirmed,Booking Platform,3129.48,34424.28
B016445,C009833,R172,RT003,2027-01-17,2027-01-30,13,2,0,Confirmed,Website,3192.0,41496.0
B016446,C006133,R119,RT001,2026-12-08,2026-12-11,3,1,0,Completed,Booking Platform,1603.62,4810.86
B016447,C009317,R249,RT006,2026-02-16,2026-02-19,3,3,1,Completed,Website,6154.57,18463.71
B016448,C005186,R185,RT003,2026-10-31,2026-11-14,14,2,0,Confirmed,Travel Agent,2523.43,35328.02
B016449,C009411,R218,RT005,2026-04-10,2026-04-16,6,4,0,No-show,Booking Platform,4023.12,24138.72
B016450,C001507,R140,RT002,2025-12-07,2025-12-15,8,1,0,Completed,Phone,2463.93,19711.44
B016451,C004726,R104,RT001,2025-11-23,2025-11-28,5,1,0,Completed,Phone,1824.83,9124.15
B016452,C001119,R134,RT002,2027-02-04,2027-02-13,9,2,0,Confirmed,Phone,2964.86,26683.74
B016453,C008531,R155,RT002,2026-11-06,2026-11-13,7,2,0,Confirmed,Travel Agent,2801.21,19608.47
B016454,C004427,R248,RT006,2025-10-28,2025-11-02,5,2,0,Cancelled,Website,5924.41,29622.05
B016455,C007308,R231,RT005,2026-09-29,2026-10-07,8,4,0,Completed,Mobile App,5414.49,43315.92
B016456,C005945,R119,RT001,2025-12-28,2026-01-07,10,1,0,Cancelled,Mobile App,2167.73,21677.3
B016457,C009601,R213,RT004,2025-09-19,2025-09-20,1,1,0,Confirmed,Phone,4063.99,4063.99
B016458,C005325,R132,RT002,2026-09-12,2026-09-20,8,1,0,Completed,Phone,3141.61,25132.88
B016459,C002210,R131,RT002,2026-03-07,2026-03-11,4,1,1,Confirmed,Website,3006.99,12027.96
B016460,C009311,R169,RT003,2025-10-17,2025-10-23,6,2,0,Confirmed,Booking Platform,2943.73,17662.38
B016461,C007348,R189,RT004,2025-11-17,2025-12-01,14,2,0,Confirmed,Booking Platform,4911.48,68760.72
B016462,C003677,R140,RT002,2026-03-16,2026-03-29,13,2,1,Cancelled,Travel Agent,2127.33,27655.29
B016463,C005755,R214,RT004,2027-01-20,2027-02-03,14,3,1,Confirmed,Booking Platform,4274.56,59843.84
B016464,C009822,R224,RT005,2027-03-01,2027-03-10,9,4,0,Confirmed,Booking Platform,3915.21,35236.89
B016465,C001476,R187,RT004,2026-11-04,2026-11-16,12,1,1,Confirmed,Booking Platform,3798.06,45576.72
B016466,C006978,R191,RT004,2025-11-20,2025-11-30,10,1,0,Confirmed,Mobile App,4301.65,43016.5
B016467,C003873,R202,RT004,2027-07-31,2027-08-11,11,2,0,Cancelled,Booking Platform,4512.13,49633.43
B016468,C008910,R223,RT005,2025-08-23,2025-09-02,10,1,0,Completed,Mobile App,4763.52,47635.2
B016469,C009030,R141,RT002,2027-05-24,2027-05-28,4,1,0,Completed,Phone,3138.24,12552.96
B016470,C008806,R187,RT004,2026-08-27,2026-09-05,9,3,0,Confirmed,Mobile App,4321.81,38896.29
B016471,C009672,R232,RT005,2026-07-11,2026-07-22,11,1,0,Completed,Website,5383.52,59218.72
B016472,C006731,R154,RT002,2027-07-09,2027-07-20,11,2,0,No-show,Booking Platform,2284.58,25130.38
B016473,C008457,R103,RT001,2026-04-12,2026-04-19,7,1,1,Cancelled,Website,1570.96,10996.72
B016474,C003840,R235,RT005,2026-08-07,2026-08-14,7,3,0,Confirmed,Mobile App,5490.06,38430.42
B016475,C001764,R240,RT006,2026-07-30,2026-08-09,10,3,0,Confirmed,Website,5762.43,57624.3
B016476,C007400,R102,RT001,2025-09-27,2025-10-04,7,1,2,Cancelled,Booking Platform,2296.02,16072.14
B016477,C003508,R166,RT003,2027-07-12,2027-07-13,1,1,2,Confirmed,Booking Platform,2873.17,2873.17
B016478,C008750,R205,RT004,2026-04-10,2026-04-20,10,3,1,Completed,Phone,3763.85,37638.5
B016479,C007330,R116,RT001,2026-11-15,2026-11-29,14,1,1,Confirmed,Booking Platform,1635.85,22901.9
B016480,C006002,R145,RT002,2027-06-23,2027-06-24,1,1,0,Confirmed,Phone,3052.24,3052.24
B016481,C008673,R109,RT001,2027-05-07,2027-05-14,7,1,0,Confirmed,Phone,1629.04,11403.28
B016482,C003688,R246,RT006,2026-10-17,2026-10-24,7,3,1,Completed,Booking Platform,6963.39,48743.73
B016483,C000968,R210,RT004,2026-05-11,2026-05-15,4,1,0,Confirmed,Booking Platform,3266.71,13066.84
B016484,C003679,R102,RT001,2027-01-16,2027-01-29,13,1,0,Completed,Website,2264.94,29444.22
B016485,C007374,R117,RT001,2025-11-16,2025-11-29,13,1,0,Completed,Phone,2096.68,27256.84
