payment_id,booking_id,payment_method,amount_paid,payment_status,refund_amount,transaction_reference
P014239,B014239,Cash,0.0,Pending,0.0,ac7d62fd-2cf6-4649-8ad9-d43504eccce9
P014240,B014240,Debit Card,50143.92,Paid,0.0,b72f14df-2534-4f97-9596-5220dcd915b6
P014241,B014241,Digital Wallet,30367.89,Refunded,30367.89,f8407f78-eecb-4010-99f7-3a529406fc48
P014242,B014242,Digital Wallet,23681.1,Paid,0.0,3664490b-00ab-47f0-9fbf-16a64c3e7168
P014243,B014243,Credit Card,0.0,Failed,0.0,7d24972d-40d8-487a-8114-87091f51def2
P014244,B014244,Credit Card,13373.45,Partially Refunded,5613.6,714b116f-4ba2-4af9-b2bf-d32439ad5957
P014245,B014245,Credit Card,6286.04,Paid,0.0,795ee881-5d2c-4e19-bcdc-b4cc3d27b072
P014246,B014246,Credit Card,24225.48,Paid,0.0,fceab078-e670-4e60-9eef-4e05f2b2d044
P014247,B014247,Bank Transfer,27552.05,Paid,0.0,63ec36ec-5ca7-4100-aebd-b75f576a0ab6
P014248,B014248,Digital Wallet,12437.45,Partially Refunded,3440.42,b47ab94d-ca46-41e4-b653-9bbdf9665ca0
P014249,B014249,Digital Wallet,43865.52,Paid,0.0,6ec3553a-5f17-419d-a6fa-cb0283fa994d
P014250,B014250,Digital Wallet,29423.04,Paid,0.0,730bf311-6ab1-49e3-911d-5aac95126a0c
P014251,B014251,Credit Card,21118.77,Paid,0.0,4a5f26d0-255d-4864-8ba4-4b2aaa868e15
P014252,B014252,Credit Card,17677.28,Paid,0.0,4277c2b7-4cce-40ed-a833-f6cf62502a1d
P014253,B014253,Credit Card,10686.85,Partially Refunded,4462.28,ded92560-9332-48c1-8337-05a443de7223
P014254,B014254,Credit Card,4604.02,Paid,0.0,918888c6-ce5b-4936-87f2-2de9af7641c3
P014255,B014255,Bank Transfer,44248.6,Paid,0.0,ed01e3f2-ed5b-4c90-b55c-3215d4c657a1
P014256,B014256,Bank Transfer,41161.4,Paid,0.0,e836f7cc-e6db-43a0-9688-6ab0b37a9a0b
P014257,B014257,Bank Transfer,0.0,Failed,0.0,a7539db9-2f48-4836-8314-df16424d6684
P014258,B014258,Credit Card,73179.54,Partially Refunded,28313.75,81840ce3-3764-4e9e-ba43-054aed2dc37c
P014259,B014259,Digital Wallet,15606.0,Paid,0.0,70ca3d10-86d5-4c08-b70e-57986ef98dbe
P014260,B014260,Credit Card,20885.2,Refunded,20885.2,57c12d22-c718-4e9e-ab62-0565cbe53f11
P014261,B014261,Debit Card,69707.43,Paid,0.0,d1b359ed-393a-476b-a48f-0fd9a4480430
P014262,B014262,Credit Card,47277.4,Paid,0.0,7c7831af-e807-4d93-9e20-e977f11dcf61
P014263,B014263,Credit Card,18136.56,Paid,0.0,cfef6118-5b37-4e3e-8105-949b370c69d2
P014264,B014264,Debit Card,21484.98,Paid,0.0,6903e7cd-5d40-4089-acc7-97542a9d3126
P014265,B014265,Credit Card,56611.08,Refunded,56611.08,c94130af-9d2c-4af6-98f2-d229f6d799a0
P014266,B014266,Credit Card,6261.72,Refunded,6261.72,ae4d3a18-97b0-47f4-a396-d22f311d06a1
P014267,B014267,Cash,8772.09,Refunded,8772.09,50eee0af-c90d-4289-9313-55b1f5d58023
P014268,B014268,Credit Card,9867.18,Partially Refunded,6368.47,db23032d-e742-4c49-9371-0924f42041b7
P014269,B014269,Cash,18510.73,Partially Refunded,3815.16,488a104b-a185-462d-9a00-ad9f5a74ad64
P014270,B014270,Credit Card,44880.9,Paid,0.0,63228414-d76c-493a-9774-61f2b139bc22
P014271,B014271,Credit Card,23070.06,Paid,0.0,14a79b50-b74f-4a65-83d0-d1d99733c476
P014272,B014272,Credit Card,9143.04,Paid,0.0,d355f21a-4497-45c3-af0a-518053c6ef9e
P014273,B014273,Cash,64050.25,Paid,0.0,12c397e5-3f3c-4414-94a9-c866af7b46f0
P014274,B014274,Cash,31492.78,Paid,0.0,ded40a28-0afb-4c7d-91f1-3b44c958199f
P014275,B014275,Cash,11126.43,Partially Refunded,2545.83,d7decb03-e35a-40c5-b335-9d1de8fe744d
P014276,B014276,Credit Card,25201.0,Paid,0.0,5f824b8a-5d1a-4278-af07-3c33a179beeb
P014277,B014277,Credit Card,11627.04,Paid,0.0,a1f296dd-0a3c-472f-8be8-e38988e83bcf
P014278,B014278,Debit Card,36243.13,Paid,0.0,10ebe250-6225-488c-97c5-0cf67de8cd49
P014279,B014279,Credit Card,13556.56,Paid,0.0,00bd227e-a949-4ccf-9d0a-cceddac90531
P014280,B014280,Bank Transfer,58602.57,Paid,0.0,0f0fdb40-569a-4bbc-9436-85c040d18c0c
P014281,B014281,Credit Card,0.0,Pending,0.0,00d6726f-baa6-47e2-99a6-698f985217db
P014282,B014282,Debit Card,16531.95,Paid,0.0,97d72a3a-1759-4f78-96c8-db3f6181dbc8
P014283,B014283,Digital Wallet,12808.08,Paid,0.0,7aaf8486-b381-4a64-9e2a-129c403342a1
P014284,B014284,Credit Card,0.0,Pending,0.0,92d1d3de-8ba2-4318-99db-a6a2df9c4ede
P014285,B014285,Credit Card,39159.0,Paid,0.0,7f2bab3c-0598-4361-a312-8c7f7e3d3cfb
P014286,B014286,Credit Card,8086.9,Paid,0.0,550e4577-4a35-4329-8318-e85479fb20b7
P014287,B014287,Digital Wallet,21771.36,Paid,0.0,236d1f55-555e-4f88-b144-4550e4b8ec25
P014288,B014288,Debit Card,9201.95,Partially Refunded,4485.86,0b97e41f-0a95-4252-bd8a-f7d1a58fab86
P014289,B014289,Debit Card,18505.55,Paid,0.0,5137afd2-ae97-4908-9d1d-889b1e10ef50
P014290,B014290,Credit Card,5541.41,Paid,0.0,80b5f32c-c439-424e-813e-c88310a650b3
P014291,B014291,Cash,46304.2,Refunded,46304.2,71ad43de-7adf-42bd-b022-cbb76f77b2d3
P014292,B014292,Debit Card,18143.24,Paid,0.0,5b938e98-a10f-451d-a886-69851efccd5a
P014293,B014293,Digital Wallet,23934.12,Paid,0.0,d63ce63d-db8e-4ed1-8058-9d99e0d9b34b
P014294,B014294,Debit Card,22286.0,Paid,0.0,086aa2df-fbfa-4c49-ba31-cdbb57773586
P014295,B014295,Cash,52065.53,Paid,0.0,65f0cd3f-6ac9-48e9-8606-995c9ffb34af
P014296,B014296,Digital Wallet,19337.82,Paid,0.0,c10d3d0c-51ea-41d9-91b0-289744f75344
P014297,B014297,Bank Transfer,3299.51,Paid,0.0,a1b2e243-9298-4b9e-bd81-411b14f4d016
P014298,B014298,Debit Card,32356.32,Paid,0.0,b587543d-9e85-4c79-a2e8-3b15b9265a70
P014299,B014299,Bank Transfer,23308.2,Paid,0.0,00624a00-5ba2-4a7d-9816-27ba8071d7bf
P014300,B014300,Cash,13014.72,Paid,0.0,b043b69c-236f-450b-b313-9660bc018f1a
P014301,B014301,Debit Card,20680.2,Paid,0.0,ee7ebf21-3978-49b7-8b7e-ae414a53ef83
P014302,B014302,Credit Card,21230.4,Paid,0.0,d04200eb-643e-4cde-8b9a-cee459592022
P014303,B014303,Debit Card,0.0,Pending,0.0,907433bc-ab9f-4a2e-943e-64c2af20d334
P014304,B014304,Credit Card,71268.4,Paid,0.0,188460dc-fe99-4df5-8a11-ecb063a262e6
P014305,B014305,Credit Card,5215.54,Paid,0.0,f7185ee3-8640-468c-a2bf-dcb99df352a2
P014306,B014306,Bank Transfer,23662.66,Paid,0.0,82fe120a-015f-4f8f-a819-f43196a546ce
P014307,B014307,Debit Card,22428.96,Refunded,22428.96,3091bbaa-cafc-40aa-92c2-79e6e7c2d3fd
P014308,B014308,Bank Transfer,0.0,Pending,0.0,b2ea7456-9c10-4a04-a11c-334117fb4a18
P014309,B014309,Digital Wallet,24361.1,Paid,0.0,cbb06832-4dcd-46ac-a411-ef4380d7399d
P014310,B014310,Credit Card,5473.06,Paid,0.0,b5eb0a0b-c59f-46ee-940f-f6009ceb6869
P014311,B014311,Credit Card,22746.79,Paid,0.0,ac74f11f-bcb8-43a6-bc6c-0f9b013ced06
P014312,B014312,Credit Card,30176.55,Refunded,30176.55,5658fc10-0a48-4dac-b639-9b521bf771a6
P014313,B014313,Cash,21118.64,Paid,0.0,7cff75a5-f697-41a3-b633-0e865821a994
P014314,B014314,Credit Card,21859.25,Paid,0.0,ff0ee72a-4ddb-4783-ad8e-5178a1c99854
P014315,B014315,Credit Card,0.0,Pending,0.0,893a5c1e-8798-40ce-9c63-af16fd12e4ed
P014316,B014316,Debit Card,13066.9,Paid,0.0,8d07944c-a251-43ca-9fee-4206bc9f985a
P014317,B014317,Credit Card,56546.8,Partially Refunded,18523.7,84fdeaf8-c269-498f-a847-d1ef1eb9ffd5
P014318,B014318,Cash,17436.56,Paid,0.0,304f520b-d567-4f10-b9ca-125aa6c1ce2e
P014319,B014319,Credit Card,3041.23,Paid,0.0,1f6b61cb-89e0-41b0-a2bd-8816ceef92c7
P014320,B014320,Credit Card,9135.24,Paid,0.0,8b19cb7e-1802-4166-b0c0-f944739747f8
P014321,B014321,Debit Card,8021.16,Paid,0.0,6629f8dc-0c00-4629-8124-a8070232c2a0
P014322,B014322,Credit Card,15148.91,Paid,0.0,6e09d3af-edcf-4ca9-af4a-03d98880793c
P014323,B014323,Debit Card,11606.0,Paid,0.0,7a906a99-234b-41fb-9625-279800e50826
P014324,B014324,Credit Card,0.0,Pending,0.0,8990ee8f-1e18-479e-bba7-223f9d0d9cdd
P014325,B014325,Credit Card,0.0,Pending,0.0,79cd798c-2984-4024-868a-74362df03a9e
P014326,B014326,Bank Transfer,21095.36,Paid,0.0,8e372064-066c-43ee-bb66-c9f97c5a8b6f
P014327,B014327,Bank Transfer,12832.4,Paid,0.0,afc3cc8d-fe75-4bbc-9c4a-d96eac9f39be
P014328,B014328,Cash,17014.32,Paid,0.0,b5dabfc7-9ab7-430f-8380-0c54f16607ae
P014329,B014329,Digital Wallet,109806.45,Paid,0.0,0f0ec964-b017-4828-a30e-de2f9a72456d
P014330,B014330,Credit Card,40106.82,Paid,0.0,659d98ba-186d-42b1-99ee-a20dd6114d3a
P014331,B014331,Digital Wallet,0.0,Failed,0.0,2b4bb6d0-9abf-4d99-a0c0-f3ea1ab005a2
P014332,B014332,Credit Card,26569.53,Paid,0.0,24f3d320-bd0c-43ba-b48f-e30fbe39c670
P014333,B014333,Cash,13919.67,Paid,0.0,ba9a2919-9895-4899-80ab-5df9e8e36ea4
P014334,B014334,Bank Transfer,4756.18,Paid,0.0,841ad942-41fa-4738-891a-361b832a4ec4
P014335,B014335,Debit Card,0.0,Pending,0.0,0f3f3ca5-dd29-4dea-b13c-062e484d0d96
P014336,B014336,Credit Card,14773.17,Paid,0.0,0db10a1f-2ca2-42f3-aca6-af69cf993e8d
P014337,B014337,Debit Card,19232.68,Paid,0.0,4df53ac3-24d3-4f7c-a941-b7997dc3ffc0
P014338,B014338,Digital Wallet,37542.57,Paid,0.0,c59273d5-d6cf-4c25-8fba-c97fade42e2f
P014339,B014339,Debit Card,65072.84,Paid,0.0,45c13e37-b7d4-479a-a9ab-6560c4eb5d40
P014340,B014340,Bank Transfer,21374.8,Paid,0.0,169b58f1-df32-43e7-bdd7-0eaab79511a6
P014341,B014341,Digital Wallet,37654.32,Paid,0.0,8c5b07c6-4678-428a-b0b0-ffd36dfe2c5f
P014342,B014342,Debit Card,39722.06,Paid,0.0,d4e3b47d-eab5-4f35-bdc3-c3a12b92758c
P014343,B014343,Credit Card,6715.24,Paid,0.0,7f215483-c019-42b8-b754-ebfe293402f7
P014344,B014344,Credit Card,0.0,Pending,0.0,968039ce-48e7-45d0-b83e-9536e88dfb8c
P014345,B014345,Debit Card,31401.72,Paid,0.0,6840487c-7914-4f87-8037-4d035d8e6258
P014346,B014346,Credit Card,4922.36,Paid,0.0,1391aa35-aab1-415f-b48d-6ae751dcdaf8
P014347,B014347,Cash,11516.46,Paid,0.0,9e474298-3d99-4c2c-99b3-0dd5f9635ef4
P014348,B014348,Bank Transfer,38952.0,Paid,0.0,407700c0-233c-48f4-addb-49a921953cc0
P014349,B014349,Cash,39917.4,Refunded,39917.4,b16fb09a-ef33-4f78-a7cf-af981e23d6b9
P014350,B014350,Credit Card,33405.12,Refunded,33405.12,3d146530-643b-48c6-8611-209ac44756d2
P014351,B014351,Credit Card,37846.38,Partially Refunded,15778.63,5f7daeef-905b-4f46-ac23-364e2adb030b
P014352,B014352,Credit Card,35188.3,Paid,0.0,98075b37-c7af-474e-8964-cd8c8be79c09
P014353,B014353,Digital Wallet,27984.11,Paid,0.0,f826e561-f215-4d65-8a19-43558d58b926
P014354,B014354,Debit Card,19651.23,Paid,0.0,b61060b6-03a1-497a-b7f8-6e4670be69ef
P014355,B014355,Digital Wallet,43744.09,Paid,0.0,1fb79679-3b35-4581-8338-e5a2e153581e
P014356,B014356,Digital Wallet,20967.93,Paid,0.0,c232c322-5c8f-4ebc-ad54-aa1b6b2180e6
P014357,B014357,Bank Transfer,2800.67,Paid,0.0,0a9370d8-2894-42cd-b592-b9f57968b99d
P014358,B014358,Credit Card,20324.85,Paid,0.0,bfdf23db-6f17-4bc2-b092-1885bbe260ad
P014359,B014359,Credit Card,6867.69,Paid,0.0,150761c9-86c9-4d8f-8f28-a7b63469b200
P014360,B014360,Cash,11630.15,Paid,0.0,d18eea07-8269-4d32-953c-1e662b4f5ec4
P014361,B014361,Credit Card,27095.42,Paid,0.0,cb168f56-ab6e-455e-a146-94a4720a9538
P014362,B014362,Debit Card,0.0,Pending,0.0,2bfac9ca-d3c4-4e9a-86b6-18f595df339d
P014363,B014363,Debit Card,31341.57,Paid,0.0,8aea14f2-8096-446b-a525-1ec75458922d
P014364,B014364,Debit Card,22277.1,Paid,0.0,020eb0f2-a198-406e-9ce4-87da2ba7bb1c
P014365,B014365,Credit Card,7517.78,Refunded,7517.78,6e1e3185-aaab-4fd3-a451-8b0d94bc5224
P014366,B014366,Credit Card,13024.65,Paid,0.0,2aa790d2-f213-473d-b97e-2341ea9f5ca9
P014367,B014367,Debit Card,0.0,Pending,0.0,bb68cee9-1572-4b76-9caa-ee4446b829ef
P014368,B014368,Bank Transfer,19889.73,Partially Refunded,10807.39,7ab8b213-1828-4f4c-8ca3-4f5c002e7c56
P014369,B014369,Bank Transfer,6966.98,Refunded,6966.98,11c2b27b-de8b-48a1-8236-94c89213cbb7
P014370,B014370,Credit Card,41839.33,Paid,0.0,e4206cc2-9c82-4b98-8ab4-1a949043b8f2
P014371,B014371,Credit Card,13192.26,Paid,0.0,fd410be4-cc5d-44a0-99b1-3cf3b41a76e9
P014372,B014372,Cash,3243.08,Refunded,3243.08,4429cc22-0b4e-4748-9ea7-22b8a5cd2add
P014373,B014373,Cash,20091.48,Paid,0.0,3cdc62e3-284e-4246-b098-03c55e650746
P014374,B014374,Credit Card,23687.1,Paid,0.0,9d22ed0d-adf4-4245-8207-84de19ef7b60
P014375,B014375,Cash,58719.31,Paid,0.0,fd10bc41-94a6-439b-8fc9-f2ac75d042a2
P014376,B014376,Credit Card,56827.4,Paid,0.0,f356d32d-b72a-4c26-aa80-d03bf9be5027
P014377,B014377,Cash,31639.16,Paid,0.0,8a53be0a-7e1e-4f73-bcd8-0431cbc66be8
P014378,B014378,Credit Card,28376.6,Paid,0.0,08c4b504-5d0b-468c-95b8-4da3ad89a542
P014379,B014379,Credit Card,42251.1,Paid,0.0,156d8b0e-60dc-46e6-abed-9a39416a6cda
P014380,B014380,Credit Card,58082.31,Paid,0.0,6cac257f-3961-4b53-a564-d59fc12ef12d
P014381,B014381,Digital Wallet,0.0,Failed,0.0,8287a0bc-ae02-403b-ba3a-d294747969bb
P014382,B014382,Bank Transfer,42440.3,Paid,0.0,12872e73-3002-4a08-a844-6c66177a5938
P014383,B014383,Credit Card,2289.69,Paid,0.0,17aac61f-efe8-4a63-b0e9-3af233dfee92
P014384,B014384,Cash,27315.68,Paid,0.0,a4efde18-51aa-4c34-8745-72e1f998b240
P014385,B014385,Credit Card,38410.9,Partially Refunded,13810.54,fb6f989e-56d9-4954-bf88-e35e39020024
P014386,B014386,Debit Card,13528.2,Paid,0.0,04409c8f-5ee1-4b57-a562-ed50eee99555
P014387,B014387,Bank Transfer,35956.32,Paid,0.0,c87979fa-2466-4aeb-b0a1-bd30a9e9f49b
P014388,B014388,Digital Wallet,6470.86,Paid,0.0,8d10d209-ae3c-45a1-b42f-6a0d6237fc00
P014389,B014389,Credit Card,0.0,Pending,0.0,03831ecc-94be-46ae-9197-7a7b425ffccb
P014390,B014390,Debit Card,15584.6,Paid,0.0,97ed8c20-fa00-4c41-9d51-9e591b413707
P014391,B014391,Bank Transfer,6431.79,Paid,0.0,6e9f7a41-a6de-4240-a1ef-092009f67f31
P014392,B014392,Debit Card,0.0,Pending,0.0,a20d3155-dc34-4028-aec1-ba21421128e2
P014393,B014393,Bank Transfer,44681.88,Paid,0.0,6467d0cc-8161-468c-b974-15f75ff6e9d1
P014394,B014394,Credit Card,0.0,Pending,0.0,e943f826-cca4-4c97-bbf3-1365e13a81e3
P014395,B014395,Credit Card,14202.6,Paid,0.0,a4b7f417-5159-4fdf-ac23-99242411dd5d
P014396,B014396,Debit Card,0.0,Pending,0.0,423c3028-4e46-4015-9595-5dae2e7efb3e
P014397,B014397,Debit Card,0.0,Pending,0.0,e0bfd2b5-ff34-4f67-bf12-b3f75e6074d9
P014398,B014398,Credit Card,34152.3,Paid,0.0,4541cb2b-c005-4218-834e-a9e3a968e408
P014399,B014399,Cash,16822.98,Paid,0.0,41f7fe59-decd-4e8d-96f2-9d021968d82d
P014400,B014400,Digital Wallet,11725.0,Paid,0.0,99e0548a-4f84-463d-a85e-00e1574691b6
P014401,B014401,Bank Transfer,57547.14,Paid,0.0,e25d03d8-7dea-4dff-be80-252969168841
P014402,B014402,Credit Card,2232.97,Paid,0.0,00e29801-2dd7-4e38-bf01-10fc02385196
P014403,B014403,Bank Transfer,114920.82,Partially Refunded,40823.83,ebf3a225-04af-4878-bee5-725751c599cd
P014404,B014404,Debit Card,20457.44,Paid,0.0,09ae26d7-9e8e-4c43-ab0f-fd73d322dc25
P014405,B014405,Cash,22314.46,Paid,0.0,96a75675-5d6b-450b-9803-a917cb233449
P014406,B014406,Cash,17708.16,Paid,0.0,3606c051-d3ab-4e4b-9d9d-46fdb8acc2bc
P014407,B014407,Digital Wallet,63378.14,Paid,0.0,2e4cce63-4dea-42ec-91f1-99ed7b2696bf
P014408,B014408,Debit Card,7834.72,Partially Refunded,3173.54,7fada571-8421-4ce4-88f1-3503a37f3671
P014409,B014409,Credit Card,10696.8,Paid,0.0,1534afb2-fd1e-4e9a-94bd-bccc90f0f454
P014410,B014410,Cash,5676.26,Paid,0.0,817140d4-e9f1-4e46-a03d-69f68ee88c6a
P014411,B014411,Cash,20293.65,Paid,0.0,44f4ea14-c3de-4d1c-9ddd-e48659141adc
P014412,B014412,Digital Wallet,0.0,Pending,0.0,854225b5-b9a1-4c15-95bf-7ea8a1b57341
P014413,B014413,Debit Card,4072.26,Paid,0.0,d79943fa-c422-41d0-b52a-e427f21773ab
P014414,B014414,Credit Card,8885.97,Paid,0.0,22295896-d623-4135-9e4f-1f1816daad03
P014415,B014415,Debit Card,26711.68,Paid,0.0,c03ea4a8-85e5-400d-9d62-9cc138db137a
P014416,B014416,Credit Card,49548.73,Paid,0.0,80292a0c-4506-4869-a5cc-8bab1836f0ef
P014417,B014417,Credit Card,13050.3,Paid,0.0,b1f515d4-2a72-4731-ab77-2aa7c51848db
P014418,B014418,Credit Card,17652.84,Paid,0.0,29c2df9b-7e0c-4908-8a36-8f08d0962726
P014419,B014419,Debit Card,28317.24,Paid,0.0,03a38f1a-ed6a-4c96-922e-6b10a4ff2bc3
P014420,B014420,Cash,39602.16,Paid,0.0,4b715463-aa67-461e-b9a5-f0c27b6a236f
P014421,B014421,Digital Wallet,97240.39,Paid,0.0,1449ceea-555c-4cd0-b8ae-70f4b238eb27
P014422,B014422,Credit Card,19499.28,Paid,0.0,a01ac523-23c7-4fbf-b64f-6de63650c268
P014423,B014423,Credit Card,0.0,Pending,0.0,8c40fd87-dd55-4264-b052-ea015ee53214
P014424,B014424,Debit Card,18133.02,Partially Refunded,5067.95,ca1a4f67-a250-4b15-b9e0-1b978bb3f437
P014425,B014425,Digital Wallet,38905.0,Refunded,38905.0,45ae2f6e-69f2-4afc-a766-53f023d474ce
P014426,B014426,Cash,39948.02,Paid,0.0,4c89c6d4-3ccc-4256-b53f-dc7ca9c5bde3
P014427,B014427,Bank Transfer,58085.1,Paid,0.0,828daa72-a5cd-4fc5-a0f0-5adf0c7d12f0
P014428,B014428,Credit Card,6786.85,Paid,0.0,9eabdb13-b22d-4fd1-8d50-d259cf79e9a9
P014429,B014429,Credit Card,33924.02,Paid,0.0,5ceb4241-b5fd-4cbd-8519-68b9185f61e9
P014430,B014430,Bank Transfer,80725.8,Partially Refunded,40367.14,274e4f71-fe91-49fe-aed9-0442246efd64
P014431,B014431,Credit Card,36395.97,Paid,0.0,9ffe6b7a-1cd5-4a43-b530-89f4d816fbfb
P014432,B014432,Debit Card,22671.35,Paid,0.0,50ed2bc9-f49c-4dde-8dfe-3ad21929c524
P014433,B014433,Debit Card,45219.46,Refunded,45219.46,f1562095-ee25-4361-a783-af95cd10f5a6
P014434,B014434,Cash,19879.2,Refunded,19879.2,d612b7ec-3d41-4d32-be8a-635d1ff614f0
P014435,B014435,Credit Card,0.0,Pending,0.0,b32c9257-f319-4bd2-ae05-b9086b71834f
P014436,B014436,Cash,2220.41,Paid,0.0,50794916-a8a7-4db4-bbc0-9ee5317fcdbb
P014437,B014437,Digital Wallet,35726.49,Paid,0.0,d9261e71-128c-4213-9ff0-0e922954a0e0
P014438,B014438,Debit Card,23538.18,Paid,0.0,72d2e044-e08f-4e19-8b72-70f92945984d
P014439,B014439,Credit Card,25280.64,Paid,0.0,a11f9afe-ac6b-459e-9d5c-1e54ab943b99
P014440,B014440,Digital Wallet,23822.16,Paid,0.0,e18b78fe-c52d-44c2-a61a-c9ae3c99cc84
P014441,B014441,Debit Card,4896.49,Paid,0.0,45559015-7538-48df-bbb8-533a65000ced
P014442,B014442,Credit Card,53155.17,Paid,0.0,d3424533-c075-4342-a855-226c7f4283a5
P014443,B014443,Digital Wallet,37696.56,Paid,0.0,e6af3f78-f587-4ab9-a199-042601555dd4
P014444,B014444,Debit Card,16719.01,Paid,0.0,6a38bf69-f7e9-4caa-b441-e3595d2d0383
P014445,B014445,Digital Wallet,17974.5,Paid,0.0,f47f0ac7-62d3-44bf-b5ce-d34b4bbec707
P014446,B014446,Digital Wallet,0.0,Pending,0.0,91198096-ce6e-413e-80b2-c20db48b2e5a
P014447,B014447,Credit Card,42420.42,Partially Refunded,18871.61,1a9b07d8-359b-436e-9085-5065869d9eb5
P014448,B014448,Cash,81692.52,Paid,0.0,72dd4966-376e-484a-ab21-0f59e09ab4e6
P014449,B014449,Debit Card,36948.64,Refunded,36948.64,22995267-96c8-4c74-89a2-389dcaa6bc3f
P014450,B014450,Credit Card,27887.44,Paid,0.0,905b6053-d844-4baf-94de-ba314c9e799f
P014451,B014451,Credit Card,21133.55,Paid,0.0,8aee6b9e-55d3-4de3-bc84-457275e88484
P014452,B014452,Cash,5445.16,Paid,0.0,8064d2ed-ef62-4185-a7d3-ed254e024e58
P014453,B014453,Credit Card,36117.84,Refunded,36117.84,e2e898ee-400e-4c73-9dbb-d23f7d1be470
P014454,B014454,Digital Wallet,20871.09,Paid,0.0,eb9f92ed-3574-4b20-9b70-779ab7900489
P014455,B014455,Cash,8675.7,Paid,0.0,4c0419fb-83ee-4b8c-90f4-c067fba0fac7
P014456,B014456,Credit Card,17290.72,Paid,0.0,a517e320-a5d2-4e5f-9d73-59c392e05854
P014457,B014457,Credit Card,53966.08,Paid,0.0,ab28ebbd-ac02-462d-8a87-e18034a9995a
P014458,B014458,Credit Card,14607.3,Paid,0.0,17af158d-770f-4578-ba51-0ab9f4288c4b
P014459,B014459,Digital Wallet,0.0,Pending,0.0,04586564-536f-4a3b-aeb8-cec7fdaf79f1
P014460,B014460,Credit Card,23516.88,Paid,0.0,283e2d8d-a784-4f06-8320-313b724d462e
P014461,B014461,Digital Wallet,0.0,Pending,0.0,49af09d0-b4b4-440a-8604-d1a6e5a50152
P014462,B014462,Credit Card,12102.8,Paid,0.0,f97953c6-e4e2-4bb7-8ccd-0fc7d5686896
P014463,B014463,Bank Transfer,13903.9,Paid,0.0,b3afafa7-eb80-483e-abc0-e41b712b36fb
P014464,B014464,Digital Wallet,0.0,Pending,0.0,f831113f-170d-400c-864f-3bcc17a31133
P014465,B014465,Credit Card,21058.16,Paid,0.0,09d4d43d-161a-47f3-b835-918778070e94
P014466,B014466,Cash,25608.66,Refunded,25608.66,7d5cb663-395d-4b50-b969-0c03d1cde198
P014467,B014467,Cash,0.0,Pending,0.0,b423eefc-d131-4945-b5af-ef1557334c75
P014468,B014468,Cash,22081.44,Paid,0.0,b5bacc8c-ae0c-40a0-b4b5-cad9c54bc184
P014469,B014469,Bank Transfer,11229.64,Paid,0.0,86056a75-984c-4672-bebe-2718e366a21b
P014470,B014470,Credit Card,3089.02,Paid,0.0,365e55ff-1d13-4025-84e5-5392b423cda8
P014471,B014471,Digital Wallet,2931.44,Paid,0.0,38b660d6-cbbd-4c92-acff-37166e9ddeab
P014472,B014472,Credit Card,16609.6,Paid,0.0,c70c07dc-d293-4f8c-aeaa-2af11eb706c3
P014473,B014473,Credit Card,0.0,Pending,0.0,2d35e49f-3c0c-4126-b3aa-3141b8b7e9c3
P014474,B014474,Digital Wallet,32577.84,Paid,0.0,bbd36500-aa44-4834-a9e4-cff9e1102e2a
P014475,B014475,Debit Card,32479.59,Paid,0.0,68bbd01c-aaf3-481f-93ec-9394c96473c0
P014476,B014476,Bank Transfer,28349.23,Refunded,28349.23,adc27ed3-a821-4d26-9592-809bd2e4b9d1
P014477,B014477,Digital Wallet,30257.28,Paid,0.0,fcf04552-0818-4192-b5e0-de62e0c36e75
P014478,B014478,Debit Card,19144.68,Paid,0.0,1be2bd82-3366-4a77-8f67-4d33e546ae02
P014479,B014479,Credit Card,16044.85,Paid,0.0,eb3ca72d-bcc8-4000-be4f-694008d60241
P014480,B014480,Credit Card,27169.24,Paid,0.0,bd3b99e4-f84d-4b78-9755-c4e837765823
P014481,B014481,Cash,26556.31,Paid,0.0,04450b56-3a1e-4810-b6a9-5a498497a649
P014482,B014482,Digital Wallet,17400.36,Paid,0.0,6d2e01d5-3c15-48b4-a5e1-0582eff2bf0c
P014483,B014483,Cash,17295.68,Paid,0.0,1629545e-3ec5-44b9-8ad6-1d8011a58f64
P014484,B014484,Credit Card,24502.35,Paid,0.0,0c63619e-a67b-431e-b1c1-c5de1e0f563a
P014485,B014485,Debit Card,19996.24,Paid,0.0,7930e86d-e368-4db9-9428-504f24c96f00
P014486,B014486,Credit Card,32256.48,Paid,0.0,4c7fa767-d620-455d-adab-e07d2094fb28
P014487,B014487,Credit Card,0.0,Pending,0.0,e1457cd0-ab01-42e3-ad96-186d5a68fd4a
P014488,B014488,Cash,12105.84,Paid,0.0,fcfd731f-cd30-47c7-b1f2-a67f2a53bd73
P014489,B014489,Debit Card,40506.44,Refunded,40506.44,2cc12e1c-7a45-4f7c-bfd1-8d53faca307f
P014490,B014490,Cash,13448.36,Partially Refunded,4546.72,1bf3db73-187f-42b4-888e-15a130044853
P014491,B014491,Credit Card,15784.55,Paid,0.0,24e76edf-c8d0-4220-9edf-6885ee0e4a0c
P014492,B014492,Credit Card,21041.92,Paid,0.0,d71a287a-9caa-41cf-ad39-793ef5fefdd6
P014493,B014493,Credit Card,12887.35,Paid,0.0,ba74064a-256b-4844-91f9-a58ec9623ce9
