request_id,customer_id,booking_id,request_type,request_text,request_status,created_at
REQ011605,C000820,,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2025-11-02 03:17:27
REQ011606,C006564,B017380,Housekeeping,My room needs cleaning.,Resolved,2026-04-21 02:34:16
REQ011607,C008867,B014913,Booking Inquiry,I want to know if you have available rooms.,In Progress,2025-08-23 02:26:58
REQ011608,C001166,,Complaint,I want to make a complaint.,Resolved,2025-11-17 12:14:21
REQ011609,C003205,,Payment Inquiry,Was my payment successful?,Resolved,2025-09-14 19:34:40
REQ011610,C006052,B005204,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2025-09-18 20:44:06
REQ011611,C001556,,Late Checkout,Is late checkout available?,Resolved,2026-04-26 11:45:09
REQ011612,C000064,B015080,Cancellation Request,I want to cancel my booking.,Closed,2026-01-03 01:43:10
REQ011613,C005016,,Housekeeping,My room needs cleaning.,Closed,2025-12-17 17:42:20
REQ011614,C006010,B013116,Room Service,I need room service.,In Progress,2025-11-29 06:59:12
REQ011615,C005960,,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2025-12-15 14:41:56
REQ011616,C009896,B019339,Room Service,I need room service.,In Progress,2026-08-10 23:26:08
REQ011617,C003929,,Late Checkout,Is late checkout available?,Closed,2026-02-21 01:04:23
REQ011618,C005290,,Booking Inquiry,I want to know if you have available rooms.,Open,2026-02-19 18:23:18
REQ011619,C005778,,Extra Bed,I need an additional bed in my room.,Closed,2025-12-08 23:37:27
REQ011620,C004806,,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-06-25 08:43:39
REQ011621,C004959,B004652,Late Checkout,I want to check out later.,Closed,2026-03-10 12:20:31
REQ011622,C000073,B008048,Room Service,Can I order food to my room?,In Progress,2025-12-08 12:57:27
REQ011623,C004048,,Room Service,I need room service.,Resolved,2026-08-14 10:19:10
REQ011624,C009621,B015029,Payment Inquiry,Was my payment successful?,Resolved,2026-04-22 18:48:47
REQ011625,C009689,B000153,Payment Inquiry,Can you check my payment?,Resolved,2025-12-18 13:09:23
REQ011626,C006954,B011080,Early Check-in,Is early check-in available?,Closed,2025-08-29 11:28:06
REQ011627,C009532,,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-04-09 14:39:12
REQ011628,C001176,B002955,Room Service,I need room service.,In Progress,2026-04-08 22:54:55
REQ011629,C006605,B013754,Early Check-in,Can I check in early?,Resolved,2025-10-22 02:28:21
REQ011630,C001714,B004720,Airport Transfer,Do you provide airport transportation?,Closed,2026-05-07 04:04:54
REQ011631,C004705,,Housekeeping,I need housekeeping service.,Closed,2026-02-13 00:43:13
REQ011632,C004377,B008040,Housekeeping,Can someone clean my room?,Resolved,2026-04-26 17:26:42
REQ011633,C008986,B003577,Airport Transfer,Do you provide airport transportation?,Resolved,2026-07-06 10:55:38
REQ011634,C004634,B015382,Booking Inquiry,I want to know if you have available rooms.,Closed,2025-12-26 14:57:04
REQ011635,C006586,,Early Check-in,I would like to arrive before the check-in time.,Resolved,2026-06-20 04:57:00
REQ011636,C003230,B006593,Room Service,I need room service.,Closed,2026-04-05 15:28:43
REQ011637,C002264,,Modification Request,I want to change my check-in date.,Closed,2026-05-28 18:05:16
REQ011638,C009883,B005883,Early Check-in,Can I check in early?,Resolved,2026-02-21 16:47:05
REQ011639,C008546,,Room Service,I need room service.,In Progress,2025-11-26 01:09:19
REQ011640,C001819,,Airport Transfer,Can you arrange airport pickup?,Open,2025-12-23 12:47:15
REQ011641,C003595,B012886,General Inquiry,I need some information about the hotel.,Resolved,2025-11-09 11:33:57
REQ011642,C003715,B014005,Early Check-in,I would like to arrive before the check-in time.,Resolved,2026-01-01 02:19:39
REQ011643,C003156,B000690,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-04-24 03:15:17
REQ011644,C005531,B018002,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-08-15 11:54:10
REQ011645,C002546,B010155,Late Checkout,Can I have a late checkout?,Resolved,2026-06-24 10:07:06
REQ011646,C005765,,Early Check-in,Can I check in early?,Resolved,2026-02-10 04:47:27
REQ011647,C003063,,Complaint,I have a problem with my room.,Resolved,2025-09-14 01:14:51
REQ011648,C006332,B001941,Housekeeping,I need housekeeping service.,Open,2026-06-04 08:12:00
REQ011649,C003837,B006779,Early Check-in,I would like to arrive before the check-in time.,Closed,2025-08-23 21:45:55
REQ011650,C001501,,General Inquiry,Can you provide more information?,Resolved,2026-06-04 02:04:16
REQ011651,C001925,B001217,Airport Transfer,Can you arrange airport pickup?,Resolved,2025-08-22 11:53:59
REQ011652,C002459,B018714,Complaint,I want to make a complaint.,In Progress,2025-11-01 16:28:54
REQ011653,C008529,B017927,Complaint,I have a problem with my room.,Resolved,2025-10-25 18:26:04
REQ011654,C007574,,Modification Request,Can I modify my booking?,Resolved,2026-04-24 18:42:59
REQ011655,C001321,,Complaint,I have a problem with my room.,Resolved,2025-10-09 22:00:09
REQ011656,C004928,,Modification Request,I want to change my check-in date.,Closed,2025-09-26 05:36:46
REQ011657,C002368,B016663,Complaint,I want to make a complaint.,In Progress,2026-03-18 12:13:38
REQ011658,C004033,B007951,Room Service,I would like to order room service.,Resolved,2025-12-22 16:58:40
REQ011659,C006325,,Complaint,I want to make a complaint.,Resolved,2025-08-19 14:14:28
REQ011660,C006960,B002546,Airport Transfer,Can you arrange airport pickup?,In Progress,2026-06-12 04:20:34
REQ011661,C006572,,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-08-18 00:44:58
REQ011662,C007205,B013534,Room Service,I need room service.,Resolved,2026-02-24 05:04:20
REQ011663,C008967,,Extra Bed,Can I request an extra bed?,Resolved,2025-12-03 02:33:07
REQ011664,C002896,B001567,Housekeeping,My room needs cleaning.,Resolved,2025-12-16 17:36:14
REQ011665,C007152,,General Inquiry,Can you provide more information?,In Progress,2025-11-25 12:07:50
REQ011666,C003697,,Booking Inquiry,I want to know if you have available rooms.,In Progress,2026-04-24 20:03:05
REQ011667,C001649,B013553,Payment Inquiry,Was my payment successful?,Resolved,2025-09-28 03:40:00
REQ011668,C008070,,Housekeeping,I need housekeeping service.,Closed,2026-05-11 17:57:40
REQ011669,C008291,,Booking Inquiry,I would like information about room availability.,Resolved,2026-02-15 17:48:52
REQ011670,C002408,B018695,Cancellation Request,Can I cancel my reservation?,Resolved,2026-03-19 04:15:34
REQ011671,C004942,B012869,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-06-11 04:08:00
REQ011672,C002060,B003952,General Inquiry,I have a question about the hotel.,Resolved,2026-08-11 10:20:14
REQ011673,C003047,B009272,Late Checkout,Is late checkout available?,In Progress,2026-01-20 09:54:41
REQ011674,C009949,B008238,Late Checkout,Can I have a late checkout?,Closed,2026-02-25 09:49:32
REQ011675,C005801,B001277,Booking Inquiry,Do you have any rooms available for my dates?,Open,2026-07-30 17:38:55
REQ011676,C004439,B017616,Late Checkout,Can I have a late checkout?,Resolved,2025-08-17 05:08:28
REQ011677,C005480,B018545,Booking Inquiry,I would like information about room availability.,Closed,2025-11-20 21:47:48
REQ011678,C001318,B012809,Cancellation Request,Can I cancel my reservation?,Closed,2025-10-12 15:01:50
REQ011679,C003814,,Complaint,I am not satisfied with the service.,Resolved,2026-07-27 15:21:52
REQ011680,C003769,,Early Check-in,I would like to arrive before the check-in time.,In Progress,2026-06-07 15:38:13
REQ011681,C009944,,Complaint,I want to make a complaint.,Resolved,2025-10-30 18:26:23
REQ011682,C003536,B005756,Airport Transfer,I need an airport transfer.,Resolved,2025-12-05 10:15:26
REQ011683,C005635,B019111,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2025-11-05 03:54:50
REQ011684,C008603,B014754,General Inquiry,I have a question about the hotel.,Open,2025-09-10 07:40:14
REQ011685,C003920,,Complaint,I want to make a complaint.,Resolved,2025-12-17 02:09:48
REQ011686,C004394,,Room Service,I would like to order room service.,Closed,2026-04-01 01:42:13
REQ011687,C008644,B008546,Room Service,I need room service.,In Progress,2026-06-01 13:41:27
REQ011688,C007668,B010178,Payment Inquiry,Can you check my payment?,Closed,2025-08-16 20:26:25
REQ011689,C001642,B000160,Airport Transfer,I need an airport transfer.,Resolved,2026-04-25 17:24:54
REQ011690,C006947,B010390,Modification Request,I want to change my check-in date.,Closed,2025-08-26 13:51:02
REQ011691,C003205,B007020,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-09-03 04:54:21
REQ011692,C009256,B019211,Airport Transfer,Can you arrange airport pickup?,Closed,2026-07-07 01:00:30
REQ011693,C008173,B012831,Housekeeping,My room needs cleaning.,In Progress,2026-05-16 16:57:37
REQ011694,C008441,B016178,Early Check-in,I would like to arrive before the check-in time.,Resolved,2025-11-04 17:03:16
REQ011695,C005912,B018228,Modification Request,I want to change my check-in date.,Resolved,2026-02-26 12:47:06
REQ011696,C002002,,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-06-04 05:42:45
REQ011697,C007681,B010980,Airport Transfer,Do you provide airport transportation?,Resolved,2026-05-21 23:41:10
REQ011698,C003684,,General Inquiry,I have a question about the hotel.,Resolved,2026-05-08 00:21:25
REQ011699,C003244,B007708,Booking Inquiry,I would like information about room availability.,Resolved,2026-01-29 01:25:11
REQ011700,C003971,,Payment Inquiry,Can you check my payment?,Resolved,2026-08-11 18:55:48
REQ011701,C003478,B014875,Early Check-in,Is early check-in available?,Resolved,2026-04-20 12:39:23
REQ011702,C003955,B010908,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-11-14 06:37:20
REQ011703,C004271,B008541,Extra Bed,I need an additional bed in my room.,Closed,2025-09-17 02:52:13
REQ011704,C004149,B008360,Late Checkout,I want to check out later.,Resolved,2026-08-12 20:35:03
REQ011705,C008979,,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2025-10-04 10:20:33
REQ011706,C005117,B000009,Cancellation Request,Can I cancel my reservation?,Resolved,2026-05-03 06:20:46
REQ011707,C007179,B001994,Room Service,I would like to order room service.,Resolved,2025-10-17 17:03:06
REQ011708,C001535,B013306,Cancellation Request,Can I cancel my reservation?,Closed,2025-12-07 10:57:47
REQ011709,C006152,B003187,Payment Inquiry,Can you check my payment?,Closed,2026-01-10 20:42:50
REQ011710,C003439,B001082,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-05-27 19:30:48
REQ011711,C000259,,Modification Request,I want to change my check-in date.,Closed,2026-07-05 13:53:14
REQ011712,C008633,B011025,General Inquiry,I need some information about the hotel.,Resolved,2025-11-07 22:38:06
REQ011713,C009358,B015564,Complaint,I want to make a complaint.,Resolved,2025-11-25 09:48:28
REQ011714,C001850,B009898,Extra Bed,I need an additional bed in my room.,Closed,2026-06-16 23:10:01
REQ011715,C007803,B000877,Booking Inquiry,I would like information about room availability.,In Progress,2025-09-17 16:56:35
REQ011716,C007857,B012438,Payment Inquiry,Can you check my payment?,Closed,2026-05-17 20:43:33
REQ011717,C004949,B002899,Room Service,Can I order food to my room?,Resolved,2025-08-20 23:38:18
REQ011718,C008503,B018796,Room Service,I would like to order room service.,Closed,2026-01-08 02:25:30
REQ011719,C002676,,Extra Bed,I need an additional bed in my room.,Resolved,2025-10-13 04:57:54
REQ011720,C004982,,Extra Bed,Is it possible to add an extra bed?,Closed,2026-05-04 12:10:43
REQ011721,C008922,B014467,Late Checkout,Is late checkout available?,Closed,2026-05-07 22:31:22
REQ011722,C005015,B015529,Payment Inquiry,Was my payment successful?,Open,2026-05-17 07:10:59
REQ011723,C005403,B014168,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-02-20 11:37:51
REQ011724,C003154,B011436,Room Service,I would like to order room service.,Resolved,2026-07-23 06:36:47
REQ011725,C002151,B003583,Cancellation Request,Can I cancel my reservation?,Resolved,2026-07-26 04:28:20
REQ011726,C000255,B003963,Payment Inquiry,Was my payment successful?,Resolved,2026-04-15 03:16:20
REQ011727,C001095,B016310,Late Checkout,I want to check out later.,Resolved,2026-04-10 01:37:42
REQ011728,C006217,B002928,Late Checkout,Is late checkout available?,Resolved,2025-09-01 16:50:36
REQ011729,C008184,B000180,Early Check-in,I would like to arrive before the check-in time.,In Progress,2025-11-21 21:18:36
REQ011730,C000352,,Room Service,Can I order food to my room?,In Progress,2026-07-06 23:05:24
REQ011731,C005479,,Late Checkout,Is late checkout available?,Resolved,2026-01-10 04:26:28
REQ011732,C004620,B015068,Housekeeping,Can someone clean my room?,Resolved,2026-02-11 03:34:01
REQ011733,C001575,,Booking Inquiry,I want to know if you have available rooms.,In Progress,2026-01-13 05:45:32
REQ011734,C003461,,Late Checkout,Is late checkout available?,In Progress,2026-08-06 21:55:34
REQ011735,C002261,B004915,Complaint,I want to make a complaint.,Closed,2025-08-23 12:03:32
REQ011736,C009751,B019653,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-01-30 14:56:56
REQ011737,C003982,,Late Checkout,Can I have a late checkout?,Closed,2026-07-06 12:12:54
REQ011738,C007464,B012461,Modification Request,I need to change the number of guests.,Closed,2025-11-28 10:24:33
REQ011739,C004095,,Housekeeping,Can someone clean my room?,Open,2025-09-14 09:15:41
REQ011740,C004953,,Payment Inquiry,Can you check my payment?,Resolved,2026-08-08 14:44:06
REQ011741,C003892,B010449,Complaint,I want to make a complaint.,Resolved,2025-10-25 07:12:33
REQ011742,C008706,B015280,Payment Inquiry,Can you check my payment?,Closed,2025-09-24 11:38:32
REQ011743,C003431,,Payment Inquiry,I want to know my payment status.,Closed,2026-08-15 03:31:48
REQ011744,C008516,B019612,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-07-30 10:16:18
REQ011745,C005873,B014834,Room Service,Can I order food to my room?,Closed,2026-08-06 17:40:00
REQ011746,C005243,B018561,Booking Inquiry,I would like information about room availability.,Closed,2025-10-07 14:28:07
REQ011747,C005355,,Modification Request,I want to change my check-in date.,In Progress,2026-05-02 23:19:18
REQ011748,C005628,B001867,General Inquiry,I need some information about the hotel.,Closed,2025-10-24 12:12:00
REQ011749,C002966,B006068,Complaint,I am not satisfied with the service.,Closed,2026-02-20 02:04:37
REQ011750,C006162,B008257,Payment Inquiry,Can you check my payment?,Closed,2026-07-08 11:09:41
REQ011751,C002340,,Complaint,I have a problem with my room.,Closed,2026-05-31 00:20:36
REQ011752,C003926,,Cancellation Request,I want to cancel my booking.,Resolved,2025-11-11 23:40:20
REQ011753,C007671,,Housekeeping,I need housekeeping service.,Resolved,2026-07-06 02:32:46
REQ011754,C000378,B011866,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-02-17 11:54:45
REQ011755,C009779,B002560,Extra Bed,I need an additional bed in my room.,Resolved,2025-11-21 01:38:19
REQ011756,C000373,,Room Service,I would like to order room service.,In Progress,2026-01-06 02:19:32
REQ011757,C006218,,General Inquiry,Can you provide more information?,Resolved,2026-01-25 00:40:11
REQ011758,C004999,B007112,Early Check-in,I would like to arrive before the check-in time.,Closed,2026-01-15 23:56:57
REQ011759,C000867,B005039,General Inquiry,I need some information about the hotel.,Resolved,2025-10-03 12:35:11
REQ011760,C009695,B006723,Modification Request,I want to change my check-in date.,Closed,2025-11-07 00:06:56
REQ011761,C003402,B004607,Early Check-in,Can I check in early?,Open,2026-07-30 01:24:02
REQ011762,C002402,B012137,Room Service,I need room service.,Closed,2026-01-15 22:55:37
REQ011763,C000113,B016260,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-05-18 05:10:38
REQ011764,C000889,,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-07-19 10:36:26
REQ011765,C009348,B004858,Airport Transfer,Can you arrange airport pickup?,In Progress,2026-05-18 02:03:56
REQ011766,C005518,B006225,General Inquiry,I need some information about the hotel.,Closed,2026-06-12 16:48:16
REQ011767,C008498,,Room Service,Can I order food to my room?,Resolved,2025-11-27 23:33:50
REQ011768,C004947,,Late Checkout,Is late checkout available?,Resolved,2026-07-29 21:01:22
REQ011769,C005697,B002444,Booking Inquiry,Do you have any rooms available for my dates?,Open,2026-04-27 23:09:49
REQ011770,C007173,B000795,Airport Transfer,I need an airport transfer.,Closed,2025-09-13 22:43:24
REQ011771,C008381,B011592,Room Service,I need room service.,Resolved,2026-06-23 04:02:33
REQ011772,C005855,B004203,Modification Request,I need to change the number of guests.,Open,2026-03-15 22:49:44
REQ011773,C009024,,Room Service,I would like to order room service.,In Progress,2026-05-21 04:33:44
REQ011774,C000612,,Airport Transfer,I need an airport transfer.,Resolved,2026-02-19 00:32:36
REQ011775,C006382,B007615,Early Check-in,Is early check-in available?,Resolved,2026-05-23 15:21:32
REQ011776,C009819,,Booking Inquiry,I would like information about room availability.,Closed,2026-05-28 10:52:59
REQ011777,C007578,,Room Service,I would like to order room service.,Resolved,2026-07-17 15:36:34
REQ011778,C006539,B016961,Room Service,I would like to order room service.,Resolved,2026-07-28 14:48:00
REQ011779,C002052,,Cancellation Request,I want to cancel my booking.,In Progress,2026-05-26 10:59:22
REQ011780,C008755,B014806,Room Service,Can I order food to my room?,Resolved,2025-09-25 17:24:30
REQ011781,C002849,B011507,Modification Request,Can I modify my booking?,Resolved,2025-12-12 23:18:58
REQ011782,C005197,,General Inquiry,I have a question about the hotel.,Resolved,2026-01-09 07:55:42
REQ011783,C003967,B009837,Extra Bed,Is it possible to add an extra bed?,Open,2026-01-23 07:22:31
REQ011784,C000690,B004374,Housekeeping,My room needs cleaning.,Resolved,2026-05-07 03:46:44
REQ011785,C000063,,Room Service,I would like to order room service.,Closed,2026-01-09 20:52:17
REQ011786,C002490,B004919,Cancellation Request,Can I cancel my reservation?,Closed,2026-06-22 01:45:34
REQ011787,C003711,,Payment Inquiry,I want to know my payment status.,Resolved,2026-06-22 20:19:53
REQ011788,C004854,B013186,Extra Bed,Can I request an extra bed?,Closed,2026-06-23 21:46:28
REQ011789,C004924,B002902,Complaint,I want to make a complaint.,Open,2026-07-30 08:45:34
REQ011790,C009224,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-09-29 04:41:41
REQ011791,C000945,B012235,Modification Request,I want to change my check-in date.,Resolved,2026-05-14 09:28:09
REQ011792,C009622,B009738,General Inquiry,I need some information about the hotel.,Resolved,2025-11-19 06:37:17
REQ011793,C000967,B002979,Complaint,I want to make a complaint.,Resolved,2026-08-05 11:26:07
REQ011794,C000488,B015221,Modification Request,I need to change the number of guests.,In Progress,2025-10-31 09:15:25
REQ011795,C002261,B013334,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-04-21 14:03:39
REQ011796,C003086,B019559,Room Service,I would like to order room service.,Resolved,2026-07-09 14:47:59
REQ011797,C008090,B017207,Airport Transfer,Do you provide airport transportation?,Open,2026-01-20 08:53:03
REQ011798,C005192,,Cancellation Request,Can I cancel my reservation?,Resolved,2026-04-23 13:25:25
REQ011799,C009244,B000685,Modification Request,Can I modify my booking?,Closed,2025-10-11 11:49:01
REQ011800,C006804,B015503,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-01-27 17:03:56
REQ011801,C001725,,Booking Inquiry,I want to know if you have available rooms.,Closed,2025-10-08 16:22:55
REQ011802,C000872,B015166,Room Service,I would like to order room service.,In Progress,2026-03-03 22:11:27
REQ011803,C004928,,Housekeeping,Can someone clean my room?,Closed,2026-01-27 02:15:30
REQ011804,C005616,B012365,Late Checkout,Can I have a late checkout?,Closed,2026-06-10 23:17:15
REQ011805,C007695,B002524,General Inquiry,I need some information about the hotel.,Resolved,2025-11-05 10:43:08
REQ011806,C000924,B004662,Airport Transfer,Do you provide airport transportation?,Resolved,2026-05-14 05:02:17
REQ011807,C009754,B011615,Airport Transfer,Do you provide airport transportation?,Closed,2026-05-28 02:50:31
REQ011808,C003207,B007841,Booking Inquiry,Do you have any rooms available for my dates?,In Progress,2026-01-25 08:45:55
REQ011809,C007202,B016399,Cancellation Request,Can I cancel my reservation?,Resolved,2025-09-28 19:37:53
REQ011810,C000823,,Housekeeping,My room needs cleaning.,Closed,2026-01-29 19:03:56
REQ011811,C003873,B005400,Modification Request,I need to change the number of guests.,Closed,2026-01-03 23:09:48
REQ011812,C003840,B017492,Late Checkout,I want to check out later.,Open,2025-09-04 00:02:02
REQ011813,C004305,B015005,Complaint,I have a problem with my room.,Closed,2025-09-08 00:32:00
REQ011814,C005052,B013740,Extra Bed,Can I request an extra bed?,Resolved,2026-04-08 17:17:26
REQ011815,C007336,B015913,Complaint,I have a problem with my room.,In Progress,2026-06-03 01:55:59
REQ011816,C009049,B019858,Airport Transfer,Can you arrange airport pickup?,In Progress,2025-12-07 22:12:02
REQ011817,C004739,B011714,General Inquiry,Can you provide more information?,Closed,2025-08-17 03:09:15
REQ011818,C009329,B006662,Modification Request,I want to change my check-in date.,Resolved,2026-06-30 05:59:57
REQ011819,C005178,B012503,Early Check-in,Can I check in early?,Resolved,2026-05-11 06:51:26
REQ011820,C005660,B018774,General Inquiry,Can you provide more information?,Resolved,2026-05-19 11:31:31
REQ011821,C008738,B003950,Modification Request,Can I modify my booking?,Resolved,2026-05-02 00:10:08
REQ011822,C008754,B009808,Housekeeping,My room needs cleaning.,Resolved,2026-07-20 05:47:37
REQ011823,C009148,B016745,Booking Inquiry,I would like information about room availability.,Closed,2025-08-29 07:27:30
REQ011824,C007390,B009276,Airport Transfer,Do you provide airport transportation?,Resolved,2026-01-19 20:54:55
REQ011825,C006883,B000885,Booking Inquiry,I would like information about room availability.,Open,2025-11-22 23:42:28
REQ011826,C004754,B001646,Extra Bed,Can I request an extra bed?,Closed,2025-08-29 01:52:26
REQ011827,C006523,B014152,General Inquiry,Can you provide more information?,In Progress,2026-07-30 16:52:01
REQ011828,C005929,B018860,Late Checkout,Is late checkout available?,In Progress,2025-10-09 13:49:48
REQ011829,C005704,,Extra Bed,Is it possible to add an extra bed?,In Progress,2025-10-11 23:07:01
REQ011830,C002301,B002147,Room Service,Can I order food to my room?,Resolved,2026-01-06 12:11:47
REQ011831,C002334,,General Inquiry,I have a question about the hotel.,Resolved,2026-07-02 02:43:47
REQ011832,C002419,B001418,Late Checkout,Can I have a late checkout?,Resolved,2025-11-10 06:50:18
REQ011833,C001150,,Payment Inquiry,I want to know my payment status.,In Progress,2025-09-05 04:08:22
REQ011834,C004343,,Payment Inquiry,Was my payment successful?,Open,2026-07-15 09:30:20
REQ011835,C006099,,General Inquiry,I need some information about the hotel.,Closed,2026-03-23 07:49:51
REQ011836,C001384,B014195,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-01-27 17:19:49
REQ011837,C009378,B012481,Payment Inquiry,Can you check my payment?,Resolved,2025-09-14 10:05:37
REQ011838,C006939,,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-08-19 14:46:25
REQ011839,C000421,,Booking Inquiry,I would like information about room availability.,Resolved,2025-11-10 05:08:14
REQ011840,C005508,B014719,Housekeeping,My room needs cleaning.,Closed,2026-01-24 20:01:25
REQ011841,C005543,,Early Check-in,I would like to arrive before the check-in time.,Closed,2026-01-11 14:24:08
REQ011842,C001598,,Booking Inquiry,I would like information about room availability.,Resolved,2025-11-21 00:17:48
REQ011843,C005981,B005437,Housekeeping,I need housekeeping service.,Resolved,2026-01-21 22:53:59
REQ011844,C002650,B018757,Room Service,I need room service.,Closed,2025-12-21 07:39:15
REQ011845,C008411,B008739,Complaint,I want to make a complaint.,Closed,2026-06-06 16:37:44
REQ011846,C001603,B008718,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-09-07 03:04:59
REQ011847,C002993,,Extra Bed,Can I request an extra bed?,Open,2026-04-21 20:35:05
REQ011848,C007364,B007281,Cancellation Request,Can I cancel my reservation?,Resolved,2026-07-13 10:13:42
REQ011849,C007298,B000984,General Inquiry,Can you provide more information?,Closed,2026-02-01 12:43:50
REQ011850,C000815,,Airport Transfer,I need an airport transfer.,Closed,2026-08-08 08:16:27
REQ011851,C004241,B018444,General Inquiry,I have a question about the hotel.,Resolved,2025-09-17 04:34:10
REQ011852,C007366,B015400,Early Check-in,I would like to arrive before the check-in time.,Closed,2026-02-28 01:15:22
REQ011853,C007411,,Housekeeping,My room needs cleaning.,Closed,2026-03-16 16:07:23
REQ011854,C002462,B013841,Complaint,I want to make a complaint.,Resolved,2026-04-02 17:16:09
REQ011855,C003860,B003651,Housekeeping,Can someone clean my room?,Resolved,2025-09-03 21:16:56
REQ011856,C007923,,Complaint,I am not satisfied with the service.,Resolved,2026-07-30 11:10:55
REQ011857,C007262,,Booking Inquiry,Do you have any rooms available for my dates?,In Progress,2026-06-08 20:12:35
REQ011858,C007337,,Complaint,I am not satisfied with the service.,Closed,2026-07-25 10:28:49
REQ011859,C000512,B018017,Housekeeping,Can someone clean my room?,Open,2025-09-19 13:44:57
REQ011860,C004229,B001052,Late Checkout,Is late checkout available?,Resolved,2026-04-15 07:22:55
REQ011861,C005647,B007675,Airport Transfer,I need an airport transfer.,Resolved,2026-03-05 11:11:41
REQ011862,C005770,,Booking Inquiry,I would like information about room availability.,Closed,2026-07-20 15:23:31
REQ011863,C005674,B015455,Complaint,I am not satisfied with the service.,Resolved,2026-03-19 05:42:35
REQ011864,C008255,,Extra Bed,I need an additional bed in my room.,Resolved,2026-02-05 07:07:51
REQ011865,C008245,,Airport Transfer,Do you provide airport transportation?,Closed,2026-06-30 11:05:28
REQ011866,C005368,B016021,Modification Request,I want to change my check-in date.,Closed,2025-10-17 04:37:28
REQ011867,C008494,B005009,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-12-18 08:46:08
REQ011868,C008953,B016078,Extra Bed,I need an additional bed in my room.,Open,2025-08-17 21:11:46
REQ011869,C000387,,Airport Transfer,Can you arrange airport pickup?,Closed,2026-08-15 10:58:57
REQ011870,C007318,B016186,Complaint,I have a problem with my room.,Resolved,2026-07-24 12:33:59
REQ011871,C000274,B018172,General Inquiry,Can you provide more information?,Closed,2025-09-05 23:35:46
REQ011872,C000780,,Complaint,I am not satisfied with the service.,Resolved,2026-05-17 21:06:32
REQ011873,C000450,B004115,Extra Bed,I need an additional bed in my room.,Closed,2026-07-10 08:51:15
REQ011874,C003721,B019958,Room Service,I need room service.,Closed,2026-01-22 10:34:39
REQ011875,C009700,B006769,Complaint,I have a problem with my room.,Closed,2026-08-09 10:30:18
REQ011876,C002937,B007625,Modification Request,Can I modify my booking?,Closed,2026-03-04 20:58:10
REQ011877,C006968,,Late Checkout,I want to check out later.,Resolved,2026-01-23 06:39:42
REQ011878,C008372,B004330,Payment Inquiry,Can you check my payment?,Closed,2025-11-18 05:35:40
REQ011879,C008064,,Modification Request,I want to change my check-in date.,Resolved,2025-08-18 21:10:40
REQ011880,C001469,B007366,Cancellation Request,Can I cancel my reservation?,Closed,2025-11-07 17:00:01
REQ011881,C007824,B003588,Cancellation Request,I want to cancel my booking.,Closed,2025-12-23 19:37:21
REQ011882,C001711,B013265,Late Checkout,Can I have a late checkout?,Resolved,2026-02-22 11:33:17
REQ011883,C007043,B019561,General Inquiry,I have a question about the hotel.,Closed,2026-04-16 00:03:24
REQ011884,C009050,B003049,Room Service,I would like to order room service.,In Progress,2026-03-25 05:54:57
REQ011885,C007768,B008906,General Inquiry,I need some information about the hotel.,In Progress,2026-07-31 22:57:11
REQ011886,C007089,B004834,Cancellation Request,I need to cancel my hotel reservation.,In Progress,2025-10-22 02:53:16
REQ011887,C005850,,Complaint,I am not satisfied with the service.,Open,2026-05-29 01:02:31
REQ011888,C001035,B004604,Late Checkout,I want to check out later.,In Progress,2025-10-01 09:10:26
REQ011889,C009296,,Room Service,Can I order food to my room?,Open,2026-02-13 05:07:04
REQ011890,C008233,,Cancellation Request,Can I cancel my reservation?,In Progress,2026-06-09 00:55:51
REQ011891,C001896,B000723,Room Service,I need room service.,Closed,2025-12-23 18:25:47
REQ011892,C000308,,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-06-21 06:56:27
